,Unnamed: 0,TID,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
1960,1960,9342,jo sikh apan shabd ki kimat nahi janata wah aadmi nahi murda hotta hai agar sachch,1,neutral,"the sikh who is dead in his own words, does not believe that he is not a man, is dead",-3,negative
1961,1961,9344,congratul sir salut desh k liy aap bahut special imandaar h bas ab duniya bhi desh ko,2,positive,c ongratulsir salut deskliy aap bahut spacialimandarh bus abduniya bhi desko,0,neutral
1962,1962,9345,sir phle yutb pe jab search krta tha ( heiken ashi n ) n leken ke bad hmare channel ka naam nahi,1,neutral,sir fleece youtube,0,neutral
1963,1963,9349,jo byakati balasaheb thakr ka nahi hua wo kishka hoga hindu hridaya samarat balasaheb thakr ne n,0,negative,"balshebhakt, who is not a person, would be a hindu",0,neutral
1964,1964,9353,khan great work sir bas desh ke boln se bach nan,2,positive,don&#39;t be afraid to speak up,-2,negative
1965,1965,9357,bjp ki yahi baat achchi hai ki log apn karyakarta ko import dete hai isiliy unk karyakar nan,2,positive,"it is a good thing that people are importing their work, so they are not working.",3,positive
1966,1966,9359,coin pair denteth run coupl minut dent went 3.66 % ? ! might good short term invest nan,1,neutral,coin pair kenneth run couple minute went went 3.66 % ? ! might good short term invest nan,3,positive
1967,1967,9362,idol mera dushmaan kaun ???? nan,1,neutral,idolmer dushman kaun ???? nun,0,neutral
1968,1968,9365,pegar jogada da partida jogando de lucio com uma internet cheia de lag é pra fechar noit com chave de ouro nan,1,neutral,pegger jogad de pratid jogando de lu cioc om um internet cheia de lag é pra feature noit c omchave de ouro nun,-1,negative
1969,1969,9367,kuch seekho ye attitud chaiyai agar world cup jeetna hay,2,positive,kuchseekho ye attitud chaiyai agarworld c upjeetna hai.,0,neutral
1970,1970,9373,bjp ke hi nahi apitu pure bharatvarsh vartmaan paridrishya ab tak sabs safal rajnitigya ji ko grih,1,neutral,not only in the world but not in the entire world;,0,neutral
1971,1971,9379,ahmedabad india aaag india 's oc2o free onlin classifi websit date pool day restaur pictur spo,1,neutral,ahmedabad india away india 's ohio free online classify west date pool day restful picture so,1.5,positive
1972,1972,9380,ma'am u r good serious iam say kya report ki thi aapn elect result wale din,2,positive,"i&#39;m not sure if this is a good idea, but i&#39;m sure it&#39;s a good idea.",3,positive
1973,1973,9384,yeh godi media apni harkaton se baaz nahi aanewala laaj sh,1,neutral,yeh godi mediya is not easy to come by his heart,1,positive
1974,1974,9388,fortun bless privileg see sh narendra modiji pm sh amit bhai,2,positive,fortun blessings privilege sendra modiji pmsmitbhai,0,neutral
1975,1975,9389,congratul modi ji dobra desh chalan ke liy auor modi sap se vishesh nivedan ki kripaya bank,2,positive,c.,0,neutral
1976,1976,9391,matlab mayray saray azeez pankhay mar gay ?? pata nahi kon ajnabi log ab mayri tweet like kartay ?? want new pankha 's nan,1,neutral,matlab mayray saray azeez pankhay died ?? don&#39;t you know what strangers do? vantnevpankh &#39;snan,-3,negative
1977,1977,9402,pledgeagainstcorrupt good morn guru g bless us give us power sewa,2,positive,pledgeagainstcorrupt good more our g bless us give us power sea,2.5,positive
1978,1978,9406,hamar ilaq mein ayub zia k bad koi naya hospit nei bana jo hain unki bhi halat khasta hi,0,negative,be the first to comment on this article on:,0,neutral
1979,1979,9409,achha ye hoga ki privat compani direct hmse aakr khud hi khrid k le jay date place decid kr k nan,1,neutral,it would be nice to have a private company that can buy your own products.,3,positive
1980,1980,9412,lahor qaland ka jala pakistan team ke match bhi phook phook ke dekhta hai without ume nan,1,neutral,lahore kaland&#39;s water is in the presence of phoco pho pho pho phioc,0,neutral
1981,1981,9419,kareenakapoorkhan - bebo beauti queen come back bang danc india danc show super judg 22 nan,2,positive,kareenakapoorkhan - bubo beauty queen come back bang dance india dance show super judge 22 nan,3,positive
1982,1982,9424,jcb ki khudai shuru ho gyi hai,1,neutral,junk is starting on its own,0,neutral
1983,1983,9428,najar hello good morn would love follow back usa freepalestin,2,positive,ajar hello good more would love follow back us freepalestin,3,positive
1984,1984,9435,mere jais lakho log jo media k bias behaviour pk chuke h aapko advis h ki media ka bycot kro aur,1,neutral,"my friends, who have found the best of medias, you have the knowledge of medias and otro",3,positive
1985,1985,9438,congratul hon p aapko jeet ki bhut badhai ho congress vale aa,2,positive,c ongrutul be you are happy that c ongreswell come,3,positive
1986,1986,9440,pah bar sunn aaya vandna ji happi nelpoli day girl nan,2,positive,happy new year&#39;s eve is not to be missed,0.5,positive
1987,1987,9441,excit ako 2d anim past sem kse iniisip ko baka masaya pero hindi pala hahahaha nan,1,neutral,exxonmobil inc.,0,neutral
1988,1988,9450,pakistan hindu ladkiyo ki kidnap aur jabran nikah pe koi kuch nahi kar sakta lekin pakisan ke,0,negative,"in the past, the hindu girls had no time and no power but few people",-1,negative
1989,1989,9451,u r shashakt u r exampl true women empower love u bhagwan aapko swast rakh,2,positive,ur shaktat ur and exemple women empower lowe u bhagwan keep yourself healthy,2,positive
1990,1990,9452,admir home shirt proud reveal new 2019/20 home shirt ???? salop blueamberarmi,1,neutral,admit home shirt proud reveal new 2019/20 home shirt ???? salon blueamberarmi,0.5,positive
1991,1991,9454,wah jooti prti ns ko bolta surkh roo ho gy adalt saza hoti bolta awam jeet gy wah nan,1,neutral,"if you have any questions, please feel free to contact us.",1,positive
1992,1992,9456,aap jitna bjp ko hate karogi utna bjp aagey badegi aap mai koi farq nai nan,0,negative,it doesn&#39;t matter if you win the bjp or not.,2.5,positive
1993,1993,9460,abi islam ko par ja ka ke jhaga teri maa bhn,0,negative,what is the purpose of islam now?,0,neutral
1994,1994,9463,jis din mamta ke speech ke dauran koi aadmi allahuakbar bolkar fataka fodega na tabhi asli maza aygaa ... !,0,negative,"during the spa of jis din mammat, no man will say allahu akbar and only fodeg will not have real fun. !",1.5,positive
1995,1995,9473,mujhi ye wala best lagga sunoo btw nice attempt improv best luck ??????,2,positive,much ye wall best large snow bow nice attempt improve best luck ??????,2.8,positive
1996,1996,9479,ever touch feet hon 'm kind hon 1st ladi usa right happi ramjaan month good night ! ! ! ! ! nan,2,positive,ever touch feet hon 'm kind hon st laid us right happy ramjaan month good night ! ! ! ! ! nan,2.666666667,positive
1997,1997,9481,nhi chahiy ese bhrast neta hamar tv dibet jo sirf chilla chilla kr dibet nhi hone dete hone,1,neutral,i want to be like a corrupted person who only let me go,1.5,positive
1998,1998,9488,sharm ani chahey call presid ko shkal sy hi bewakuf lagta ha jese koi pagal bat krta krta dant kaat le ga nan,0,negative,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you.,2.5,positive
1999,1999,9493,love amit ji jai dri sens humor one liner role wer,2,positive,lowe amit zee dree sense humor on liner role,2,positive
2000,2000,9502,banani 'm bad self promo ok nan,1,neutral,banana 'm bad self promo ok nan,-3,negative
2001,2001,9503,manani mukhyamantri ji banda bhoomi sanrakshan sinchai avm jal sansadhan vibhag bhi bahut bhar,1,neutral,manani chief minister ji band bhoomi,0,neutral
2002,2002,9507,sir ji ap chha gay hain tusi great nan,2,positive,"sirji is gone, you are not great",3,positive
2003,2003,9510,54 ahsan bhai meri taraf se best wish di jye ga apnay bhai ko ?????? nan,1,neutral,54. who is the best in the world on my behalf ?????? nun,3,positive
2004,2004,9513,n mother gave birth son becam cm pm say son,2,positive,n mother gave birth son became cm pm say son,0,neutral
2005,2005,9515,gujju aag mat lagao ladkio mai hame nahi ladna ?? nan,1,neutral,gujju aagmat lagao ladkio me hame nahi ladna ?? nun,0,neutral
2006,2006,9518,ntf aaj ke episod mam apk kolkata ke raasgol anjaan maheman ke liy ?? aur hamr liy ? ???? tmkoc ?? nan,1,neutral,ntf today&#39;s episode for apkkolkat ke rasgol anjan maheman ke ?? and for us? ???? your c ?? nun,0,neutral
2007,2007,9522,chatn main sambit ko pichh chhodna chahta hai bjp main competit jo bahut hai nan,1,neutral,chatman main sambit ko pichh chhodna chaht hai bjp manc ompetit jo bahut hai nun,0,neutral
2008,2008,9524,energi eid safayi ??,1,neutral,energi aids safai ??,0,neutral
2009,2009,9527,abhi darbari patrakar nahi hote hai isliy congress ka zut bikta nahi aap desh k virodh ka,1,neutral,abhi darbari is not a journalist.,0,neutral
2010,2010,9531,rashid main iss liy pucha coz mumbai aur,1,neutral,rashid main issli puchc oz mumbai aur,0,neutral
2011,2011,9532,israel america india tumhar kabhi dost nahi ho ae musalmano per bharosa mat karo ye tumhar mulk islaam k dushman hain nan,0,negative,"israel, america, india, you have never been a friend, don&#39;t trust muslims, they are not enemies of your country, islam.",-0.5,negative
2012,2012,9536,problem polic ke misconduct aur misbehaviour pe hai rural area ke case,2,positive,problem poli k misk ondu k and misbehavior have hai rural area k c assay,-2,negative
2013,2013,9539,sirf awwal shriman ne flirt ko kala ka darza dilaya h nan,0,negative,only the first lady did not register the flirt yesterday,0,neutral
2014,2014,9543,cast crew  jo jeeta wohi sikandar releas 27 year ago 22 may 1992 khan,1,neutral,"alexander the great was born on may 22, 1992.",3,positive
2015,2015,9545,miss kill nan,1,neutral,don&#39;t miss it,-2,negative
2016,2016,9546,sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,2,positive,shame ४ and dhnd ho ho sakti habut et badde level se nahi ki ngress to take forward,-2,negative
2017,2017,9549,aacha hai iss corrupt k liy bharkain marna band karein aur allah per unki beemari chor dain agar aacha hona hoga,1,neutral,ach hai isc orrupt kliy bharkain marn karein aur allah per unki bemari chor dain agar ach hon hog,0,neutral
2018,2018,9550,elk oggend lee ek van nog n boer boerin wat vermoorgemartel isdan gaan n stukki doodelk druppel af nan,1,neutral,elk ogend lee aquannognboer boerinwat vermoorgemartel isdangan stukki doodelk druppel afnan,0,neutral
2019,2019,9553,1992 k odi world cup pak wi k khilaf pahla match har gia 2009 k t20 world cup pak eng k khilaf apna pahla,1,neutral,"in 1992, he took the first step against the world cup.",0,neutral
2020,2020,9555,lol modi ke interview haha dhokebaaz hai modi nan,0,negative,modi is not a traitor,0,neutral
2021,2021,9556,report madam app thakti nahi hain bakwa ker ker k ms ?? nahi kyun kay mujh gairat nahi ati nan,0,negative,"reporting is not an option, is it? no, because i don&#39;t care",0.5,positive
2022,2022,9557,aaj hamar haan waqai thand see hai baarish bhee hai insid home 's nice chilli ???? nan,1,neutral,aaj hamarhanvkai thand se hai barishvee hai insidhome &#39;snica chilli ???? nun,0,neutral
2023,2023,9558,loktantra vijay hua har har modi ghar ghar modi sabka sath sabka vika sabka visva,2,positive,loktantra vijaya har har modi ghar ghar modi sabk sath sabk vik sabk,0,neutral
2024,2024,9559,evryon might leav one wont god nan,1,neutral,everyone might leave one wont god nan,0,neutral
2025,2025,9560,apko baar ke sarkar mein hum sabhi miss kar rahe h aapki sundar karyasaili ki mein fan hu aasa karti h,2,positive,i have been mistaking all of you in the bar of your bar.,-2,negative
2026,2026,9564,bharat ke rail depart ki halat bahut hi jyada kharab hai isk liy,1,neutral,india has written that the solution is much more than kharab,1,positive
2027,2027,9569,mera 24 ghanta se jyada ho gaya hai abhi tak mera problem ko solv nahin kiya wazirx ne mera otp code nahi aa raha,1,neutral,"more than 24 hours have not been resolved to the original problem, because the doctor is not coming to my office",0,neutral
2028,2028,9572,hello sir ji ?????????? sir ji mere dada aapk bahut bade fan mera pura famili deol parivaar ka fan hai,2,positive,hello siri ?????????? only my heart is a family of many family members.,0,neutral
2029,2029,9574,kya ap meri madad kar sakt hai mere gao rode nahi hai jabki 20 sal se bjp yaha jet rahi kya ham bjp ko apna vot,1,neutral,is it helpful for me to help you?,2,positive
2030,2030,9579,whatsinanam meri bhi yahi aadat hai abba bohot chillat hai ki eye sight kharab ho jaegi ???? nan,0,negative,vatsinnam meri bhi yahi aadat hai abb bohot chillaat hai ki aye sight kharb ho jayegi ???? nun,0,neutral
2031,2031,9581,icc world cup ke joh warm match hue hai ji woh bhaut interest hue hai ji amaz superstar jai hind ji,2,positive,e cc worldd c upk johvarm match hue hai woh bhaut interest hye hai amaj superstar jai hindi ji,1,positive
2032,2032,9583,good news youtub mahina apn channel par kaam kark dekho revunu jyda miln wale hai han ad bagera jyda arha hai nan,1,neutral,govt.,0,neutral
2033,2033,9584,suman tarek sahab brought relev issu great empathi abil feel appreci nan,1,neutral,human are shan brought rule issue great empathi bail feel appreci nan,3,positive
2034,2034,9585,dear tum behar ho arrog ho humari wife ho toh fir sunt kyu nahi ho ek zakaa wala promo de na #  nan,1,neutral,deer tum behr ho arrog ho humari wife ho toh phir sunt kyu nahi ekzaka val promo de na #… nan,0,neutral
2035,2035,9586,guttar k dhakuno key chore say shru kiya hua busi arz pak ko lootnay tuk pohncha kitnay bank fail huay log medici nan,1,neutral,how to get rid of clutter you don&#39;t need to get to,0,neutral
2036,2036,9592,6969 hun isliya lost match muji lga player ki glti ha unfortun wrong dude nan,1,neutral,6969 isliya lost match mujlig player ki gulti ha unfortun wrong dude nan,-1,negative
2037,2037,9595,kyu sir wo achha bol leta hai high light ho gaya niyam kanoon pel ke jail daal diy aap lo,1,neutral,why is that good bolt hai hai leght hai jayal dalia diya kiya,3,positive
2038,2038,9599,ind undeliver distanc 5 min / 1 5km order much,1,neutral,ind deliver distance 5 min / 1 km order much,0,neutral
2039,2039,9600,aapko kya kerna janata modi ko pasand kerti aur gas cylind 17kg ka 2000 rupiya mein kharidegi aapko,1,neutral,why do you like kern janat modi and karti ylind 16 kg 2000 rupees,2,positive
2040,2040,9601,waalakum us salam brother prayer khosh rahan nan,2,positive,valkum is not happy about that,3,positive
2041,2041,9609,inc gaurav bhakto ko ullu banaya bada mazaa aaya sincer modi nan,1,neutral,it is not fun to become an owl of the proud devotees,3,positive
2042,2042,9613,yo boy give best / funniest pick line love hear girl say ?? girl want fresh,2,positive,to boy give best / funniest pick line love hear girl say ?? girl want fresh,2,positive
2043,2043,9619,congress cwc ne aaj kaha ki cong sanvidhan ki raksha ke liy ladti rahegi kya unka aarth ki modi sarkar sanvidh,2,positive,the c ongress said that c ong will be committed to saving money because their economic cycle is,1,positive
2044,2044,9620,haaayeeee sachi ? ! ? ! lucki sis eye lash omg ???? bless one n't allah nazr bad see bachay nan,2,positive,haaayeeee such ? ! ? ! luck his eye lash org ???? bless one n't allah war bad see barclay nan,0,neutral
