,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
4481,4481,krane happi new month month go well fund ?????? stress free happynewmonth even birthday month ???? nan,2,positive,new month month go well fund stress free happynewmonth even birthday month crne hippie nun,1,positive
4482,4482,miku cute tho  thank chu,2,positive,cut the  thank miku chu,0.5,positive
4483,4483,?? tomorrow ?? book 1 rona knew monster better anyon mortal one way know nan,2,positive,tomorrow book roan knew monster better anyone mortal one way know nun,2,positive
4484,4484,ye aap nahi vo gussa bol raha jo ne godi media ko boycott karn ko kaha,1,neutral,media boycott they angry speak up the dock to do,-2.5,negative
4485,4485,patrag gand mei goli maro ais maderchod logo ko aur ais netao ko jo ais logo ka sath dete hai ab,0,negative,log log पत्रग् dirty bullet die ace maderchod ace neto ace सथ् giving,-2.5,negative
4486,4486,kya karewhi u share reason bc chutiyap ki bhi seema hoti hai nan,0,negative,share reason bc karev chat sem nun,1,positive
4487,4487,28 5 2019 ko jis tarah aap jalwa dikhaya ho usko lekar pura india khush hai ms dhoni nan,2,positive,india ms don jalv visible his but pur happiness nun,3,positive
4488,4488,srk4life tune india ko final may nahi daala ???????? nan,1,neutral,srklife tune india final may lentils nun,0,neutral
4489,4489,india treatment nahi ha sasur walo ko puchh yah ki 70saal health ka kuchh nahi kiya,0,negative,india treatment health father in law the trees पुच्ह् years,0,neutral
4490,4490,thegiftofeduc miss u much papa ji ???????? plz come back god msg aajo hun taaa ????????,2,positive,thegiftofeduc miss much ply come back god mug pop today are ta,-0.5,negative
4491,4491,mein tujh rote hue nhi dekh sakta aur mein iss asu ko rokhunga nhi lekin behn bhi nahi dunga behirfeel,1,neutral,behirfeel you weeping nhi see asu rokhung nhi लेकिन् behn dung,-2,negative
4492,4492,kyunki owaisi sir khud hate speech dekr violenc faila rhe haiinh bhi pm ki tarah sbka vishwa,0,negative,sir hate speech pm owaisi himself see violenc c the fall the way haiinh sbk world,-3,negative
4493,4493,patel8 listen tamil one song sapney roshan huyi raat super song nan,1,neutral,panel listen tail one song shan rat super song dreamy hui nun,3,positive
4494,4494,didi bewakoof banana band karo itni chutiya nahi hai janta see bullshit nan,0,negative,banana band see bullshit bevakoff do do such lick janta nun,-4,negative
4495,4495,abhinandan modigi 300+ nitinji gadkari ko aap vice prime minist banayiy + jo abhi ki ministri bh,1,neutral,vice prime greetings modigi nitinji gadkari minist बनयिय् ministries b,2,positive
4496,4496,love fun nepal 3 time last year realli enjoy get,2,positive,love fun near time last year enjoy get really,3,positive
4497,4497,insecur kaho ya jo kuch us band ka apna hai love line wear whatev ???? nan,2,positive,insecure us band love line wear what say some nun,0.5,positive
4498,4498,english boln wale chhiy isko bc ???? jab mai boln laga toh ye block kyun pel gayi ????,0,negative,english bc block to speak च्हिय् me to speak look pel gye,-1,negative
4499,4499,barbad parti resolut - aaj se koi apn bachchon ko barbi phantom nahi dega uski jagah dirga hanuman bant jayeng nan,1,neutral,phantom human ruined per resolut aaj bachchan barbie deg uski the place darg bant jayeng nun,-2,negative
4500,4500,palwal district go 25 saal ho gay hain bina pani mai fir bhi koi yahan par bani ki nahi sunta hai yahan ke kisano,0,negative,district go gay palwal years without bin also me then yes sunt yes kissano,1,positive
4501,4501,modi ji aap halt kiya p u ke rajnath ji ko grih pd se hta ke mera aanubhav kahta hai ki u p aagl chunav b,1,neutral,halt rajnath grih प्द् the assassination experience say fire choose,-2,negative
4502,4502,hassan ye protocol ki khilaaf warzi hai badtameezi hai khair iski akar nikal jai gi inshallah nan,0,negative,hussar protocol against virzi badtameezi ok akara nickel jai gui inshallah nun,0,neutral
4503,4503,good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji inspirati nan,2,positive,good more thank new day pus bless pit save sumrin परमर्थ् buxo inspiration nun,2.2,positive
4504,4504,congress ki den iftar parti par kabhi navratri congress ne upwa ya vrat kholn ka esa koi ayojan nahi kiya ?? nan,0,negative,congress congress देन् iftar per navratri upv vrat open up s organized nun,0,neutral
4505,4505,jitn bhi cheer phaad ca huwel na aaj tak ; ) best doston ?? cafin nan,2,positive,cheer best to win fad c a howell aaj friends c afin nun,1,positive
4506,4506,sunoo pendu soul na kr thank sir nan,2,positive,soul thank sir listen up pendu kr nun,2,positive
4507,4507,????? dhan dhan satguru tera hi aasra ????? thanku thanku much mere sohn sohn satguru ji unsusp nan,1,neutral,much unjust dhan dhan satguru asra thank you thank you sohn sohn satguru nun,-2,negative
4508,4508,[ snap finger ; teleport ] areeee,1,neutral,snap finger teleport greene,0,neutral
4509,4509,rajdeep modi ji ki jeet pe tum excus le aat hoais india today 1 usp bhi e,1,neutral,rajdeep india today j.e.t. exx take self hoes oss a,0,neutral
4510,4510,rathe prblm yahi h hmare desh ki kehn ko kuch log educ h bt act wo hai ni iss pta chlta h ki l,0,negative,rather act prblm humre country kehn some edu c b free pth chlt ल्,-0.5,negative
4511,4511,low20 idk mine addd nan,1,neutral,low ink mine add nun,0,neutral
4512,4512,hinduo ko gulf countri se dhhaka aur pit pit kr bahar nikal dena chahiyea nan,0,negative,gulf country pit pit hindus shove kr out nickel the gift should nun,0,neutral
4513,4513,yogendrayadav aur yeh vishwa kisi jhoot ke buniyaad par nahi hai logo ne isliy vishwa dikhaya kyunki bjp ne,1,neutral,log yogendryadava world zoot the foundation islaia world visible bjp,0,neutral
4514,4514,7 kuch din gujaro gujarat main,1,neutral,gujarat main some day go through,0,neutral
4515,4515,note - bjp follow abus parent famili readi retali alway tum 1 gali nan,0,negative,note follow parent ready away bjp abus family sandali street nun,0,neutral
4516,4516,aqib bahut badhiya nan,2,positive,air neat nun,0,neutral
4517,4517,aww 's great kaunsa zubaan mean languag nan,1,neutral,www s great mean language which the tongue nun,3,positive
4518,4518,india 7 kar har maidaan fateh,2,positive,india her the ground fateh,0,neutral
4519,4519,nighat abe teri maa ko chudo sale mogal ki padai sale teri bahan aur maa ko mogal ne pela,0,negative,sale sale निघत् abe in fuck mogul position sister in mogul pale,-4,negative
4520,4520,wo baat thek hai puppi wala clip dhek bilaw andar room mai akela nhi jayega bs nan,1,neutral,clip room is baat thek puppy धेक् bill inside me alone nhi jayge nun,-2,negative
4521,4521,sharma4 firr kathu ne kuch nahi dekha bahut hi bada chutia hai jisk pass na ghar na paisa,0,negative,sharp pass fir kathu some see bad चुतिअ jisk home money,-3,negative
4522,4522,ya allah aaj jumma ki namaz ke baad jitn bhi hath tere bargah dua ke liy uth sab ki dua kabool farma aameen,2,positive,hath allah aaj jumm namaz to win burgh blessings li shallow blessings caboole the firm ameen,0,neutral
4523,4523,ranbir ne aaj tak kabhi kisi ke koi statement ni di kangna ke liy tak bhi wo bola ki k,1,neutral,rabbit statement aaj free on kangna li lyrics,1,positive
4524,4524,west indi se hamari pak armi jeet nahi paa rahi hai india jais shero se kais jitegi better hoga pak ko india,2,positive,west india hero better india indi pucca armi j.e.t. pa jais cas will win hoag pucca,2,positive
4525,4525,ab bhai ka coller kharab ho gya sudharna muze hi padenga sorr,1,neutral,mute sort c oller kharab ग्य to improve padeng,0,neutral
4526,4526,ye log toh apn se jyda creativ hai bc ye meme use hi nhi kiya humn kabhi,0,negative,bc use more c reativ meme nhi हुम्न्,0,neutral
4527,4527,respect madam ek hi dil hai kitni baar jitog jai hind ???? inspir ?? nan,2,positive,respect madam delhi the bar जितोग् jai india inspi nun,0,neutral
4528,4528,abey slow ball inn ko kis ne sikhai hai bc run nahi rokn wicket leni hai nan,0,negative,slow ball bc run roan wicket abey inn kiss teach lenny nun,2,positive
4529,4529,?????? ?? ?????? ???? ?? ??????? good morn sohn rabb jii ???????? ??????? ???? ???? ???? ?????? ?????,2,positive,good more sohn god yes,1.666666667,positive
4530,4530,main tumhari baat mani hai main manaya dil ko hai kais abs raho tum khush jahaan bhi ho mera tumhara tha bhi k,2,positive,main main your baat money manay delhi cas abs happiness where,3,positive
4531,4531,ulta beauti want help achiev goal ulta beauti excit announc open,1,neutral,beauty want help achieve goal beauty exit announce open opposite opposite,1.5,positive
4532,4532,tu gulam hi gulam rahega pappu khan ka mutr pe pakistan ja pappu khan ka kuch bhi nahi hoga pap,0,negative,khan parisian khan pp you gulam gulam will remain pappu urine j pappu some hoag,0,neutral
4533,4533,sir good human aapko jeet ki subhkamnay hum delhi wale ab dobara g,2,positive,sir good human delhi j.e.t. सुभ्कम्नय् double,3,positive
4534,4534,pta tha jawab nhi hoga koyi nhi jab desh 43 % crimin case wale,0,negative,case pth jawab nhi hoag someone nhi country c रिमिन्,0,neutral
4535,4535,ooooo see queen # 1 trend ; happi ????,2,positive,see queen trend oooooo hippie,0,neutral
4536,4536,riya shasha suvi next show k liy done kart hain ?? nan,1,neutral,rise next show done sash convenience li duty nun,0,neutral
4537,4537,rathe apn pappu ki degre ka pata kr lo pehl thappad wo havard fail hai r agr padha bhi,0,negative,rather fail r pappu degre pet kr take the pehle thappad howard front position,-2,negative
4538,4538,kya kehna kya chaht ho pamphlet wali incid ke liy hum,1,neutral,pamphlet kehn चहत् wali inc. li,0,neutral
4539,4539,meri geographi kamzor hoogi jo usski insta pic ke locat ko smjh nhi paaya locat mey soulmat likha tha aur pic nan,1,neutral,geography pick local local pick kamzor hoogie uski instant remember nhi feet may soulmat write nun,0,neutral
4540,4540,bjp ko jeetna tha wo jeet gai ab dekhna hai sarkar kashmir ki dhara 370 aur 35 par kya kadam uuthati hai aur r,1,neutral,kashmir r bjp jayatna j.e.t. ga to see circar dhar step by step chasm,0,neutral
4541,4541,dakho ajj kiss ki birthday ha jo sab ko wish karti ha happi birthday meeru ma'am nan,2,positive,kiss birthday wish birthday look ajj karti hippie maeru mom nun,1.5,positive
4542,4542,tum se kya matalab tumahari jeb se nahi jaa raha desh ke maha chor parti ke member chal bh,0,negative,member mean your pocket country meh chor per let&#39;s go b,0,neutral
4543,4543,world milk day saturday movi worth watch celebr impact white revolut nan,1,neutral,world milk day saturday move worth watch impact white c revolut nun,2,positive
4544,4544,ki bannu abhi b load shade gantoo thak hai yeh wapda wala hama bijali faraham nahi karthawapda wala bijali nan,1,neutral,anna load shade papa ganto tired we electricity farham कर्थवप्द electricity nun,-2,negative
4545,4545,abay kalay teri maa kidar bethi hai aaj took serious aray mazaq tha yer nan,1,neutral,took serious abay kalaya in kidar bethi aaj array fun yer nun,4,positive
4546,4546,rehn de beta tums na ho payega aisi nautankiyon aur vote bank polit karn walon ko janta ka jabab b,0,negative,rein beta vote bank give you will pay such नौतन्कियोन् polit to do वलोन् janta jab,0,neutral
4547,4547,khud bi pakistani hon aur khud ko bi shumar krta,1,neutral,pakistani himself by be himself by fee krt,0,neutral
4548,4548,sir hardik subhkamnay aapko aapki sudh soch desh ke logo ka dil jeet liya har baar modi sarkar jha,2,positive,sir log ha hardik सुभ्कम्नय् sudh thought country delhi j.e.t. her the bar circar,2,positive
4549,4549,lagta hai trp ki tension hogay hai godi media ko,0,negative,try tension media lagut will be the dock,-1,negative
4550,4550,andi chhi ye sapn dekhna band kar ab hamesha-2 bharat bhagva hi chayega ye 5 saal aur 10,1,neutral,band andi chhi dream to see always bharat saffron cheegh years,1,positive
4551,4551,brook femal alway think right < < nan,1,neutral,brook female away think right nun,0,neutral
4552,4552,jo sale khud mard n ho wo dusar ki maradangi ko lalakar hain bhosari pahal ye bata ki black money ka tune jo l,0,negative,sale black money tune himself man second mardangi dare bhosari first gall ल्,0,neutral
4553,4553,akash bhaiyaa satish mishra ka hata k chandersekh ko sath le loo bhramin kabhi bhi vote nhi krta,1,neutral,spanish mishka chandersekh vote aksh brother hat सथ् take take the i was confused nhi krt,0,neutral
4554,4554,teen mah purva hospit ka udghatan hua tha magar aaj tak tala nahi khula hai kind doctor 's ko baha,0,negative,been may hospital kind doctor s east उद्घतन् magar aaj the floor open flow,2,positive
4555,4555,coca cola pepsi good start like neat spirit good enough flavour drink,1,neutral,cock peri good start like neat spirit good enough flavour drink c ol,0.8,positive
4556,4556,btw main pura articl padha bit kise n lassi vikreta ko forc nahi kiya ki ye particular cheeg mat,1,neutral,bow main article bit particular pur position who lassi seller forc cheeg mt,0,neutral
4557,4557,hey bhagwan aur p thakur jese gunda insan mp bangaya wah modiji wah nan,0,negative,hey thabor god like hooligan insan mp bangay that modiji that nun,0.3333333333,positive
4558,4558,smriti je hum sab ko vishwa hai aap good better best kaam kareng hum prayagraj wasiyo,2,positive,good better best memory j. world work kareng application settled down,2.666666667,positive
4559,4559,lost past month love crazi everybodi deserv happi nan,1,neutral,lost past month love everybody desert c hippie nun,0,neutral
4560,4560,sheikh 350 ka target kaha ha pure wc kbhi bhi bn skta ha ?? nan,1,neutral,sheath target pure w c q. bn free nun,1,positive
4561,4561,5oul bilkul aik tou khud ki tention ooper se hostel wale baqi snake ajeeb depressor mart reht ???? nan,0,negative,mention hostel snake depressed oul absolutely ac tou himself ooper balki ajeb मर्त् living nun,-2,negative
4562,4562,zindagi jhand kr di hai club ne bhenchod lodu saal kisi din k nhi hai kola amn ozil guy play sund nan,0,negative,zindagi club guy play झन्द् kr on venchod lodu years day nhi cove अम्न् ozil beautiful nun,3,positive
