,TWEET,SCORE,SENTIMENT_LABEL
1670,moeshaaa week ago win championship came 5th overal got american ohhhh forget made nan,1,neutral
1671,f rrkashmlr ?? iss jaisa insan jo blasphem page run kurta ho uss ko serious repli kurnay ka ji nahi chahta nan,2,positive
1672,kuch ars bad chat archiv ho jate hai yaddon ko bhulan ki koshish strt ho jate ha nan,0,negative
1673,gadkari happi birthday gadkari ji jio hajaro shall jay panda fan odisha nan,2,positive
1674,kisno ka vote kisi sansad ko nai diya bo modi ko diya chaln kamal ka fhul modi ne kisan ke ley acch kam ki,2,positive
1675,bahut hi samajhdari se cingress ne ye faisla liya hai aur umme karta hoon k desh ke sabhi parti,1,neutral
1676,janbaz happi birthday iqrar bhai waseem bhai ki taraf se apko salgra bht bht mubarak allah pak apki dosti hamesha salmt rakhain nan,2,positive
1677,aap ek baar aladeen sab tv pe dekh siast k zafr saaf nazar aayeg behtareen stori utti uttam entertain bahut,1,neutral
1678,rahul sir aap ek din jarur pm baneg maa kali ki aashiwad shri ram prabhu ki aashirwad se aap ba,1,neutral
1679,lmao plastic contain one -1 photocard,1,neutral
1680,u sud b appoint spoke person bjp kahi se journalist ni lgti ho nan,0,negative
1681,yeh 5th gen ka dg ispr hai fauj kab iss cartoon ko ghar bheje gi ?? nan,0,negative
1682,isi liy tu sala bkchod haa kitno juta khayega pr teri bkchodi nhi jayegi chay pakor tikki et,0,negative
1683,yeah know hahaha compar two definit ronaldo one goat least guy,1,neutral
1684,congress thought keep loot india surround worst kind corrupt tycoon lo,0,negative
1685,miss anjali shah ko dher sari subhkamnay uttrakhand ki peh mahila shayak train lokopilot chunn ke liy ap bhed,2,positive
1686,love triangl ko choro bina sar per k love stori bhi raj rajj k likhi hui hain ???? nan,1,neutral
1687,siddiqui pura sarkari hai ye siddiqui musalmano k naam pe rs saansad raha hai aur ye b,2,positive
1688,ghanta mat sale ko marn aur public iski maut dikhao chutiy dareng tabhi attankwad se dur raheng nan,0,negative
1689,ye baji nh ye baja hy balki bech wala hy sala koi ??????,0,negative
1690,one liter one pakistani ???? eid sa aik hfta phla cut krwaon ga eid tak set ho jain gay ?????????? nan,2,positive
1691,zadii dosti far better muhabbat jb one chor k chala jata ha tou dost hi yaad ata ha aaj,2,positive
1692,khad ajay good morn ji bohut khub ?????? nan,1,neutral
1693, bhar jholi meri ya muhammad ,2,positive
1694,samsk 21 ko show hi 3 see start hue te fake ss ki b hadd hti nan,1,neutral
1695,kuch lrkion ko pta ni kiun lgta hai k wo stupid batein krain cute lgti hain,0,negative
1696,new post ( 21 love vashikaran totk true lover ) publish vashikaran -,2,positive
1697,let defend infront sjc tu sala lgda bc nan,0,negative
1698,chhattisgarh rajasthan madhya pradesh k vote evm chori set nahi ki gayi nan,1,neutral
1699,patrag tera naam sarwar nahi suwar hussai sarwar naam,0,negative
1700,bhasad jayen sale aais bhee kuch sunn nahi pate thee unki wajah se desh 29 nation parti,0,negative
1701,** date crush ** crush favorit song bade aach lagt hai cr,2,positive
1702,happi 17th anniversari beauti haina ida may brown love meetday 1stplace paso texa,2,positive
1703,sherbet day kacch aam ka sherbet ( raw mango sherbet ) pulpi fill sweet & sour tast juic help figh,1,neutral
1704,chanda attent plis follow potatoo bhot ziada interact hy ... ?? bomb tweet ... ?? good humor ... ?? bhot piyari hy nan,2,positive
1705,sawian halwa puri lot channa chaat guest home eat regular cereal nan,2,positive
1706,sheldon laav oho mat batao itna zarori bh nahi nan,1,neutral
1707,rahat indori best jagjit singh mushayra entertain,1,neutral
1708,bie bhai respect inh bjp ko jitan ka kaam sabs jyada inhin kiya sayad ???? nan,1,neutral
1709,mananiya cm sahab ab apki sarker hai modi ji bhi saath hai mera app se binarm niwedan hai ki kri,2,positive
1710,sibl khalid ali ne c harkati kbhi nhi ki ?? nan,1,neutral
1711,ca n't say jai shree ram west bengal mamta di take action watch full video,1,neutral
1712,vese open letter ji ab saan lelo thoda vishram karlo aur jinko repli nahi kart un logo,1,neutral
1713,rahmann nai rooh - bika ji wali tonic khoj raha hu pee ke bjp entri melegi tumh bhi ch,1,neutral
1714,bhosdi ke fake news dalta h teri amma ka statment dekh usn kya bola h ki tu uski jhuti pic use krke jhut faila rha nan,0,negative
1715,tabhi ye bjp h bhajpa jaan se pehl kam se kam 03-apr murder rape loot karna padta h nan,0,negative
1716,robert wadra ki ghotal k khabar bahat dukh lagta ab usko congress parti v nahi bacha payegi su,0,negative
1717,mughal khabardaar jo ab kisi ne kaptaan team ko kch kaha ? hero ? heart throb ? nan,1,neutral
1718,shaibi bhai inshallah ye hi team uth gi need support nan,2,positive
1719,last 5 saal whatsappfacebook chalana sekha gaya hai agar samaj hoti neet-ug ke exam 27000 jo b,2,positive
1720,engin main topic parh rhi coz mam ka pta unho n kesi check krni r kia materi chahiy hota unh paper nan,1,neutral
1721,urdu come back nahi sedha back pakistan player 's short pitch ball nahi khel sakt yeh halat hai urdu nan,0,negative
1722,modi ji prime minist h thodi respect krna sikho nan,2,positive
1723,ye lo bhai modiji note ban se nak note band hoga hua kya aatankvaad khatm hoga hua kya fake currenc worth r,2,positive
1724,kecantikann guardian healthi beauti wow raya cosmet sale 50 % wow ??,1,neutral
1725,tej pratap ji abhi aapko ko parti chalani hai abhi parti suru hui hai jai hind jai bhardt nan,2,positive
1726,bas 4 din fir blockbust bharat aan vali sub record tuteg intzar karo jawab milega 'm veri excit bh,2,positive
1727,btw aap ki tarah k lougon ka bhi har sawal par jawab hota hai well armi us wrong,1,neutral
1728,bahut bahut badhai punh pm banan per modi ji ko bjp ki hamesa jit hote,2,positive
1729,realli 10th math easi yaar seen life yet child nan,2,positive
1730,heartbreak ?? captain n't worri bad day us bounc back insha allah ?? tumha,2,positive
1731,chutiy zahil tere kejriw ne saniko ko bahaut bar gali diya aur unk prakaram ka saboot manga p,0,negative
1732,spotter ye sirf pauranik kathaon mein payi jaati thi vaastavikta se iska koi sambandh nahi hai nan,1,neutral
1733,kyun humlog ye hindu aur musalman ki rat laga kar jhagda kart hain main hindu hun,1,neutral
1734,awaaz one cnbc awaaz mumbai anoth good one delhi nan,2,positive
1735,r even hindu apn dharm ki jankari badhao dusr ke dharm atikraman mat karo nan,0,negative
1736,beshak appi 1st time appko comment kr rhi hun appki transmiss bhott achi hai app bhottt cute hn ?? al,2,positive
1737,manik bhai aap log ko samajhna hoga modi ji ko samajhn ke liy aisa insaan chahiy jo barat kuch le,2,positive
1738,ptm ptm hey kab tak mulak dushamn ko bardsht karyngi yar kab tak yahi rehti ha yahi khati phet,0,negative
1739,pak ???? watan ka na koi kch bigar saka hai na koi bigar pay ga shb ko na hi k,0,negative
1740,hume gurav hai ki shreeman pm modi ji jaisa es new hindsthan ko sab ka sath sa,1,neutral
1741,om sonkala veri special spiritu day special benefit dure special day nan,2,positive
1742,abe hai kon tu chutiy let u trampl constitut khud sala pagal kutt ki tarah bho,0,negative
1743,koi toh yaad dilao yaar bhul gaya hoga retor ???,1,neutral
1744,siab baitanai,1,neutral
1745,sooban besharmi ki kia baat ha ? ? ? jab ap jase log chor ko support karain ge hum jaison ko ye takleef,1,neutral
1746,mera bharat desh jaat paat se mukt yahi sangharsh desh ka vika aur vishwa vika ghar gha,2,positive
1747,unless congress parti n't come famili base polit modi ka kuch ukhad nahi sakeng,2,positive
1748,logon ko kam chor bana rahe hain ye log hamari mahnat ka paisa hai ais nahi udaya kart apn ghar k pai,1,neutral
1749,subject fail aith suicid cheskokandi life manam suicid cheskunt mana vallaki manam inka,2,positive
1750,bharat jai shree ram keh kar begunah logo ki hatiya karn wale aur jai shree ram keh kar gunda gardi karn,0,negative
1751,gmail yes youthiya better chutiyaa like beth jaay araam se aap nan,0,negative
1752,assalamualaikum ???? good morn friend aur allah taala se bakhshish maango allah behad b,2,positive
1753,thank dear aib ... ?? everi funni video made ... ?? & everi smile face ... ?? new,2,positive
1754,aap savarkar ki baat krr rhe hai ask pm shoot 25 % popul gave vot,0,negative
1755,jis paper articl k adhar pe aapn ye post daal hai wo fake hai iski pushti pahl hi ki ja chuki hai,0,negative
1756,dombiwali traffic problem bas dusar kahi nahi nan,1,neutral
1757,gupta aunti ye log kahin se nahi aay yahi ke hai shambhula,1,neutral
1758,tera naam defin karta hain ki tu saala rohingya hain 's obvious doubt victori bjp nan,0,negative
1759,itna afso n kr yr ye logo ne muslim ke sath jitni siyast ki h n uska 10 % b bjp nhi ki h inka itiha utha ke pdho,1,neutral
1760,sadhvi pragya par jo aarop hai kya tumko sahi lagta hai hindu kabhi aatankwad nahi ho sakta congress minor,1,neutral
1761,sorri andheron ko chiragon se roshan karna tumhari fitrat nahin tumto aag ka gola ho swarth ke,0,negative
1762,kyunki mama ke saath scene jabardast aur vo actor bhi kamaal thr yaha pe scene ka hi locha tha nan,2,positive
1763,tumhara neta ak jab muslaman ka vote nahi mila congress ko transfer ho gaya boolta hai ushs kyu nahi puc,1,neutral
1764,aap ka content hi kaafi bhai baaki sab moh maaya love video ?? aur haan r,2,positive
1765,gandhi ji ki hatya savarkar ka nam tha court pesh huw bad jo commiss bithaya ga,1,neutral
1766,na koi khoon ka rista phir bhi atalji ka swapn ko pura kar raheh modi,1,neutral
1767,chor jumla bazz sob bjp rss bojrong dol nan,0,negative
1768,# 28???_???_????? ptmunderattack lum whereisaliwazir ptmagendaexpos kar saktay ho tu sir e aam karo kal hi,1,neutral
1769,messs aap bole n mujh lga yhan bhot sari shadiyaan ho rhi unka bhi hua hoga bt sri didu aag,1,neutral
1770,ikaw proud ka ba like kamina ?? nan,0,negative
1771,love remov drum gun yayayayyayay,2,positive
1772,fav ram bhajan  sri ramachandra kripalu bhaja mana  .. chant ram naam bring kripa & shraddha-in true bhak,2,positive
1773,dionysus electrician bhaiya nahi aay toh diwaar pe fit nahi ho payi,1,neutral
1774,budday good see dude combobreaker2019 mk11,2,positive
1775,abe jnu ke zhandu amethi gram pradhan ko goli maar di wo nahi dekha tune dogla kahi ka ac,0,negative
1776,delet ne ka option hota kisliy hai kabhi smjh nahi aaya ?? nan,0,negative
1777,today creat histori tv gave seat analysi bharat cover mani seat 5 nan,1,neutral
1778,modikaka kisiko bakshna nahi yaad 52 gaali di aapko ham nahi bhooleg pruvthiraj chauhan ne mohmad,0,negative
1779,luv friend alway sum charia harkat nan,2,positive
1780,chup chor let peopl work earn money ye tere congress ke worker aur tere tarah haraa,0,negative
1781,* cho ? te ? andrea nam si ? co ? w powi ? szym tweeci pomiesza ? ?? shame nan,0,negative
1782,sala surpris bjp invit 's loyal troll sorri nan,0,negative
1783,sattar masha allah yeh banda sacha karkon hy bht mehnti hay masha allah jis trh parti k liy wrk kar raha hy nan,2,positive
1784,liemind serious u prove u real moron . ! bc mkl act u n't get point,0,negative
1785,s alright hear music ???????? hoseok realli love halsey achi baji ???????? nan,1,neutral
1786,respect madam woman child depart wish happymai apki jeet ko dekhan ke li,2,positive
1787,sir ji aap dusar ke ahunkaar ko chhro aur ahukaar ki chinta karo agar aap aap plus congress plus,1,neutral
1788,congratul di bahut bahut subhkamnay deepak sahu yuva morcha,2,positive
1789,realli like ur repli quick thank sir jii nan,2,positive
1790,2706 sp inn bhakto ko pata bhi hai gdp ke baar bas dinbhar pakistan ke khilaaf news chalat raho gawar ussi mein khush hain nan,2,positive
1791,baba hi ka parsad mat kaho k20 poco f2 855 nan,1,neutral
1792,bluff dj rock apni maa ke baar main aisa nahi bolt tere abba linguist ne sikhayea nahi,2,positive
1793,miss feel heart skip beat someon special text sighhh nan,2,positive
1794,bjp 2014 ki chunav kaladhan vapasi har saal krore naukari mahangai kam karn musalmano ko bharat se hatayeng,1,neutral
1795,dear hmmm aap mera mobil recharg karva best friend ?????? nan,1,neutral
1796,m late happi chenpai day hue hue,2,positive
1797,yeah yeah u done amaz job cover gap 9 month get life man sirf kis,0,negative
1798,oops04 shatram ache qualiti ka dio ho toh nahan ki jarurat nahi nan,1,neutral
1799,dhang ka exit poll bana nahi payedhang ki patrakarita kar nahi payeapn agenda ki wajah se kisi media h,1,neutral
1800,ind delhi replac congress jitni aag suraj se nikal rahi hein uus jyda aag abhi congress lagi hein nan,1,neutral
1801,mere pet pe laat mat maaro sahab footbal nan,0,negative
1802,meri kya aukat jo mein kisi ki majak bnau meri root khud gaon se judi hui hai ???? nan,1,neutral
1803,actual ink pass ab naaz karn ke liy kuch bacha hi nahi hai haqikat pasand ban,0,negative
1804,bhabhi ko ashirwad nahi dia shrap dia hoga bmw ne akhileshji ka sabs kharab rajnitik,1,neutral
1805,thank much sir warm wish sabka saath + sabka vika + sabka visvash ( trust ) = victori bharat (  nan,2,positive
1806,kissi ko jaganey ki jaroorat nahi hai ye desh jagh chuka hai aur pakhandi journo ko jaan c,1,neutral
1807,ahamadabad ki jo ghatana bjp k neta dvara ki gei ess pure desh ki janta ko thesh pahunchi hai es ne,2,positive
1808,ca n't love ??,0,negative
1809,agr koi tums kahe teri maa ki ch ** sidha yhi bolna k kash bhgwan ne teri maa ko bhi inni achi di hoti tere,0,negative
1810,congress parti aur opposit parti valo ne tum jais feku bhakto ka pehl se boycott kar diya hota,1,neutral
1811,brigad ak sorri tumn nahi romeo ne btaaya tha parso whatsapp pe nan,1,neutral
1812,aap log kyu serious govt k kaam k hi pich pde h ab bhi insab se koi solut nhi nikaln,2,positive
1813,ispr sy koi iss video pe koi reaction dein gy ? ? ? ye begairrat ka bacha haram khor fouj ko kia kuc,1,neutral
1814,anshulg1 hahaha hahahaha hah nice u yrrrr ur ga faadu type person love uh,2,positive
1815,aaaj kal ka piyar bluetooth ki tarah hogaya hai pass rahi connect warna search new devic ??????????????,0,negative
1816,kya tum jais choro ki puja kare kya gandhi ki kuch nahi tha agar sc bose nahi hote aaj bhara,0,negative
1817,two sindhi se tum saan lene ki hawa nahi chura sakog fan duur ki baat hai nan,2,positive
1818,ullu wala video hai na ye ?? ism kahe ka sensit materi nan,1,neutral
1819,kay gyan mubarak ho aapko chai aur chugliyan mubarak ho hamein nan,0,negative
1820,bkwas band kri bc sallo gashtooo heera,0,negative
1821,n't miss mauka watch world cup chauka start 30th may 2019 sushilfin worldcupfev,1,neutral
1822,muslim peopl duffer allah allah wrost illus noth els open eye,0,negative
1823,harsh bilkul sir patel ji wali reflect h shah ji ki hume toh proud h apn pu,2,positive
1824,jo chor hota ha wo motorway ni banata metro ni banata pore mulk ki secur teak ni krta,2,positive
1825,said  dadmom thank much support herei miss  cri babi ??,2,positive
1826,zindagi asaan nhe hoti ?? ... zindagi ko asaan banana parta hai kbhi dua kr k ?? kbhi sabar kr k ?? kbhi maaf kr k ?? kbhi kch naz nan,2,positive
1827,galaxy1 mk harshad love khana peena ?????? nan,1,neutral
1828,accha mallya ko kyu jaan diya modi ne aur naresh ko bhagan ka plan kyu tha nan,1,neutral
1829,chooriyoun ki dukan give good vibe ? nan,1,neutral
1830,stand voic muslim communiti wrong miss n't know call u ur bjp mem,0,negative
1831,bahut kam log apk brother ki tarah hote wish luck fr futur ahead ????.. nan,2,positive
1832,thefilm best wish bharat ??,2,positive
1833,adhyach ji aap ke liy aantim mauka yadi aap p banna caht hi aamal kate aap p ke c ba,1,neutral
1834,yrf film confirm kaunsa hoga nahi pata nan,1,neutral
1835,jab hum kisi ki khushi kharab kartay hain appnay kisi zoom main rehtay howay wo banda nikal hi ata hai situat,1,neutral
1836,apk liy song - momentum ) nan,1,neutral
1837,say abba kyari sorri sai baba warn econom growth anywher scapego polic nan,1,neutral
1838,ur great leader sir pray god good health aap jaldi thik ho kar vapa aaiy aap jai,2,positive
1839,abki bar 370 35a nrc bill rohangiya bhagao famili plan ( hm 2 hamar 2 ) ye kam bht jaruri hai,2,positive
1840,special ff special best friend follow - 's good launda sbki hlp krta h anyhw conditi,2,positive
1841,nan sweta bharat way vishwaguru hin program base nan,2,positive
1842,ncr par ghamasan karney ki jarurat nahi sarkar ney isey lagu karney ka vachan diya hain aur,1,neutral
1843,homeministeramitshah great see chanakya indian polit next home minist hope amit nan,2,positive
1844,maar khane waal hindu ke musalmaan agar hindu hai hum chaheng char hamar se bhee k,0,negative
1845,desh ko ekjoot karn ki kshamta jism h desh ko tarakki ki lejan ki kshamta jism h desh k sabhi jano k vik,1,neutral
