,ROWID,TWEETS
1218,1219,Asaalam aalay kumm Asaalam axelent bhai jan (y)
1219,1220,Salman bhai mery comnt ka reply krna plzz
1220,1221,haye Sallu..tussi gr8 ho..
1221,1222,koi dekhe na dekhe hum toh apki iss film ko toh zarur jayenge
1222,1223,Nic salman bai
1223,1224,bhai..hum tumhare bareme sab jaante hai..kya question aur kya answer..we love you..abto bss movie release ho..usi din jashn hoga..Eid mubarak in advance..
1224,1225,"Bhai aap toh bolly wood ke badshah ho """"aur aap humare dil k kareb ho love u bhai jaan"
1225,1226,Gret is gret khan salman
1226,1227,kya baat h..bhai
1227,1228,ofcourse salman isme sochna kaisa..
1228,1229,sallu bhai..ed ki party akele ..hi hmko bhul gye
1229,1230,Iove you sulman bhai
1230,1231,Muslim brothers sisters plz salman khan ko unlike karo aor lanat bhejo salman khan pr salman khan hindu higaya hai islo ezzat mat do bezaty karo Allah ki lanat hu is bodhy baba par
1231,1232,sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.
1232,1233,BEHNCHOD Sahil Rehman Roy. BAAP SE FANDA KAREGA TUJHE TERE INBOX ME THOKUGA
1233,1234,Salman bhai aap to folp hoo jii
1234,1235,Bhai jakaass bhai insallha super hit. ..
1235,1236,salman bhaijaan..ap ki new movie mein shoot mee mai
1236,1237,Yasmeen Khan. Dimag THIKANE lga kr comnt kr
1237,1238,Sallu bhai aapka no.. chaye
1238,1239,True love to aisa hota hai jo kabhi uske aakho m aasu nhi dekh skta ho marna pitna to bhut dur ki baat h
1239,1240,Or uske khe bina uski baat samajh jate h
1240,1241,bajrangi bhaijan eid mubarak in advanc or apki movie 450cr ke par jaye kyuki..you are grate and smart hero of bollywood ke
1241,1242,kal kya h..b'dy gift doge kya mera? <3 :D
1242,1243,Salman bhai mafi Maglo abi time hi..Muslim bina hit karuga Bajrangi Bhaijan ko..kesi karo gi bhai..apka frns group he hi Muslim
1243,1244,Abe selman Khan muslman ke name per klneq hae ise jeene ka koi heq nahi hae
1244,1245,bhaijaan mera reply jarur dena
1245,1246,Jai shri ram ..coming soon bjrngi bhai jan
1246,1247,Madar chord maa chuda Mumbai mai Hyd dheekha to maacood data tari
1247,1248,Pakistan main be apko log bht pasand krta hn bhai jan..
1248,1249,aapki film kaisi bhi q na ho humko 1st day 1st show dekni hi hai.
1249,1250,bhai ap muslim bina kesi hit karoge ye films. .
1250,1251,tera film se br nhi chalne wala h bajrangi
1251,1252,Ja kutte Teri movie koi nhi dekhega haram khor
1252,1253,Kese ho bhai aap
1253,1254,"Love u mere swttuu.. Muuaah muaah muah .. Tum ho toh me hoo.. Ek pal milneki chahat se umid banih, aur umid se jindahoo me.. Tere lye bas tu hi tu hai.."
1254,1255,Yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h
1255,1256,SULTAN ALI KHAN SE
1256,1257,Salman bhai aap kamal ho
1257,1258,Ek nai kahani dekhne ko behad utsuk hai.love you sallu bhai.bhaijaan.
1258,1259,Kis time kal?
1259,1260,1 no bhau
1260,1261,hame koi like kijiye hum bajrangi se kam nahi hai
1261,1262,Sir kisko rply mat dena
1262,1263,salam bhai app ke Roza kasa ja raha ap ka
1263,1264,Kuc nahi parthe hai bhai salam ka zabab bi nahi date hai
1264,1265,bhai Tu apni jaan hai :*
1265,1266,Iam waiting bhaijaan
1266,1267,U owsum Salman bhai
1267,1268,Bhaijan aap ki sari film supar hoti hai or. Main aap ki sari film dekhti hun kash main ek baar aap se mil pati
1268,1269,ye harami iski kya aukat hai salamn ki mere samne iske pas jitna paisa hai utna to mere kutte ko khana ata hai
1269,1270,Bhai is bar Eid aap ka chera dekh kar Ho gi .kab 17 tarikh aaye iam waiting
1270,1271,Salman don't worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi
1271,1272,tere muslman hun te lanat hai
1272,1273,Eid mobarak bhaijaan kyse ho serkhan kab aega bhai
1273,1274,Bhai Tere samne koi nahi bhai u r gret bhai
1274,1275,Eid mubark ho salman jii I love you salman.mai apse ek bar milna chahti hu salman jii meri yhi khwaish h salman jii
1275,1276,Bhai ji aap to kamaal ho
1276,1277,pakistan k fans kia kren zara ye bhi btaye bhai?
1277,1278,. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz
1278,1279,Ekela boycot kar awaiz tu kamyaab ho jayega paaka sirf tu mat ja
1279,1280,bhai jaan aapki movie hit h ..ham aap ka sath h inshallah
1280,1281,Salman aaja ghar mere eid par
1281,1282,Yar ji karrha h
1282,1283,eid mubarak lakin es br eddi bhi chaiyea
1283,1284,Huurr salman khan teri aisi ki tesi aur teri movie ki bhi
1284,1285,Bhagvan ka kam karna sub se mukya darm hai.
1285,1286,Salman mai aapko bhai jaan manta hun lekin mai cahta hun yah film na het ho kaunki yah musalmano ka sawal hai
1286,1287,Salmam khan teri film flop hogi yaad rakh le tu
1287,1288,kyu movie me kuch glt dikhaya h kya
1288,1289,Bhaijaan..app tnsn free raho..
1289,1290,Sj Soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku
1290,1291,ye sab afwa hai bhai aisa na bolo koi
1291,1292,mobarak ied mobarak ??
1292,1293,ab chalo yar sone..aaj #juma h bhailog ..namaz padhni h
1293,1294,Shahrukh Gouri galat news hai woh.. dont believe..usne aisa nahi kaha
1294,1295,Zara pucho Salman se k kitna #Roza raha
1295,1296,Ahana Khan ignore thm thy wil never understand.. kuch bolo toh gaaliyan dena shuru kardenge jo hame islam sikaate hai
1296,1297,"Aur Salman bhai apki hum apka movies nhi dekhne jainge,, Q k apnea ussme wahiyaad bhagwan ka chalissa gaya ha jiska wajse Muslim ko sarminda hona padege,, Pura mehena yani month ,, roza Namaz padne k baad ye sunnege,, kya bhai apko koi aur movies nhi mila kya"
1297,1298,Aagar salman sai hai to ek martaba media me saaf saaf bolde ke mene esa nahi bola ..simpal..
1298,1299,mamu aap mera agar msg recevie kar to ple haan ya na mamu ple good morning.
1299,1300,"salman bhai, meri ek frnd hai..she..lives..in..sirsi..n ..aaki..bauhat..badi..fan..hai..i..dont..know..uske..number..pe..wo..reply..nhi..kar..rhi..n..wo..mujhe..seriously.. lyk..karti..hai..n..main..bhi..agar..mera..ye..comment..aap..tak..pauhache..den..sirf..aap..hi..agar..fb..pe..usko..bol..de..help..me..i..don't.. know..main..jo..likh..raha..hu..wo..sahi..hai..ya..galat..but..bhagwaan..kasam..dil..se..n..honestly..likh..raha..hu..agar..aap..meri..help..kar..de..den..aap..jo..bologe..wo..main..krunga..pls..pls..plss..Sry..bhai..aap soch rhe hoge ki aap mujhe trust kyu kare den pls mera contact"
1300,1301,bhaijaan aslam valekum
1301,1302,Sab ko Jana hai uper ok is liye apna dakho salman nahi aaya ga ok aur vo to dog hai na Muslim hai na Hindu hai na vo insan hai sif dog hai ok bye bye
1302,1303,"ap ka sb film dekta hu, me v bajrnag Bali ka bhkt hu, jai bajrang bali ji, ap film nam se suprhit ho gya, nam se,hi ap ke dusmn bahg jayga,"
1303,1304,Sala khutta bajrangi bana hova kuch to sharm kr?
1304,1305,slam malikam salman
1305,1306,hi.. salman bhai my self mayur and m a litill singer or meri rqst hai aapse pls mujhe bhi ek chance dijiye bhai aapke liye gaane ka..pllss bhai
1306,1307,600.00 se paar gayi bhaijaan
1307,1308,Nice bhaiYOU ARE THE BEST BEST BEST BEST BEST BEST BEST BEST BEST
1308,1309,goodness pic bhai aap bhut ache or smart ho..or m aapka sabse bda fan hu bhai
1309,1310,ramzan mubarak ho bhaijaan
1310,1311,masaallah bhaijaan ..supar dupar hit bajrangi bhaijaan
1311,1312,Wah bhai jaan bahut smart lag rahe ho
1312,1313,love salo bhai
1313,1314,Tumare ghar pe
1314,1315,Ek kaam karo baam laga k maalish karo fir ek kapada lo us mai akhe nanamk rakh kar tave p halkaa garam kark back par seikh do inshallah back pain thick hojaeyga
1315,1316,Madhar chod sale kutte ki aoulad salman khan ki ma ka bhosha
1316,1317,Mami ko bolnaa WO gharelu nusk ache se. Kar degi
1317,1318,hilo kiya aap happy ho
1318,1319,Bhaii apko kisi ki jaan bacha hai siriyasli aap agar ye sms padh le to reply karna
1319,1320,Bhi bol to ek nambar bollywood ka raja
1320,1321,main aapki bahu bahut bahut bahut bahut badi fan hu
1321,1322,Lagta he gar wapsi ho rhi he bajrangi bhi bhaijaan lagane lag gaye
1322,1323,Aaj ki party meri taraf se bhai jaan
1323,1324,Haste raho haste raho
1324,1325,muhh meri jaan ..love u sallu.. <3 <3
1325,1326,Only one hero jo sab ke dil me rahate h wo h salman bhai bajrangi bhaijaan unko dekh kar hi sabki dharkan chalne lagti h i love salman bhai
1326,1327,bhaijaan app itnai deer bad kyu promotion krte ho
1327,1328,Aap film me bajarangi hai ki Bhai jaan
1328,1329,Inshallah bhai bajrangi bhaijaan will hit
1329,1330,Nicere vai sallu
1330,1331,my favirat hero salman khan
1331,1332,yeh dua hai meri ke aap hamesa khus rhe
1332,1333,lv u salmn
1333,1334,Sher kabhi darta nahi aur mera bhai sher hai love you bhai jaan
1334,1335,3.30 pm se bhai video chat karenge yaha pe sb question taiyar rakhna apne
1335,1336,bhaijaan mere Questions.. aap sabse jyada kise chahte ho??
1336,1337,3.30 cant wait..
1337,1338,sir ji itna wait q karwa rhe ho
1338,1339,kutte kutte kutte.. teri movie flop hogi
1339,1340,Aaj ki party mere taraf se..
1340,1341,bhaijaan bas ek kar do
1341,1342,Movie ke postar fardege hum sale kutte ki
1342,1343,"i love u salman khan iam u r big big fan love u u u u u soo much sallu,,i miss u very day"
1343,1344,Nice salman ji
1344,1345,Oho tumare ankha tumare nak tumare lips kasm sa mar hi daloga?
1345,1346,Salman you r being human love you bby.. mujhe tumara pyar chiya or kuch nhi.. love you??
1346,1347,pandey ji always super hit mmuuaa
1347,1348,India's superheroSALMAN KHAN. N ourJAAN
1348,1349,Hello salman baijaan main aap ka bhot bda fan hu Maine lagbag sari pictures dekhi hai
1349,1350,Apne glat kiya humlogo k sath
1350,1351,Aaj ka bolke kal par taal diya.. Salman bhai aapse aisi ummed na thi
1351,1352,bhai 4 baj gye
1352,1353,kyaa yaar ..umidd thi k aaj kuch had tak to sapna sch hoga leki pandey ji umid tod di naa..
1353,1354,bollywood ki saan hindustan ki jaan 1 n only salman khan love u salman
1354,1355,Eid ka zaakat fitra lene kab aa rha hai
1355,1356,uff mashaallah killing look bhaijaan
1356,1357,Asak..aap apni maa se aur apne bhaiyon se bahot pyar kerte hain bahot acha lagta hai
1357,1358,Bhaijaan aap bahot achhe insaan hai jo na samjhe wo nadaan hai aap to bajrangi bhaijaan hai ramjan eid mubark bhaijaan
1358,1359,Kitne roze hue salman bhai
1359,1360,salam wah likhum bhaijaan
1360,1361,Supar dupar hit sab rekod tutega aesi dil se duaa
1361,1362,meney suna ap kiynup hohay yes no pls ansr
1362,1363,Masha allah bahot ache lgre ho buri nazar se bachaye allah aapko.
1363,1364,kafir ki film dekhna haram hai
1364,1365,Hi salman bhai kisa hai
1365,1366,are zarur sallu kamaal krte ho
1366,1367,sab ka bhai hamara sallu bhai
1367,1368,"Bhai bhai somabhai bohemia,"
1368,1369,Aaj ki party meri trf se this eid
1369,1370,assala muwalekum vhai zahan
1370,1371,Iss bar teri ni chalegi
1371,1372,waa sallu bhai
1372,1373,salman khan ilove u wii u married me
1373,1374,music thik nahi hai
1374,1375,asslamu alaikum salman bhai ladhkoyo ko hnsm nai hne se nt like
1375,1376,O Ho bhai kal kaise niklega
1376,1377,salman bhai look to mast hai par choor lag rahe ho
1377,1378,5.25 paise diya
1378,1379,Ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega
1379,1380,ye hai dhasu look../ilu vii
1380,1381,Kya bat hai bhai
1381,1382,Bhai cross 700cr pts increse
1382,1383,Nice imeg bro
1383,1384,es yearss ki super doper film bajrangi bhaijan
1384,1385,Bajrangi bhaiJan aap se kb mulakaat hogi isi janam ya agle janam Bajarang bali kab chahte hai
1385,1386,My bhai my hero salman bhaihum salman bhai ke bahut bare bhakt h mar jayenge lekin jhut nahi bolenge
1386,1387,salman bhai aap panch time ka namaaz padiye
1387,1388,Sale kafir salam mat kar .. namaste kar
1388,1389,KASH HAM MIL PATE
1389,1390,super duper hit hoga bajrangi bhaijaan ye meri dua hai.
1390,1391,Me aapki pic ke liye dua karugi ke soper doper hits jye ..
1391,1392,Hamari or se ED mubark ho aapko or aapki fhemli ko..
1392,1393,Adab adab meri jaan Mashallallah bhuut pyaare lag rahe ho meri jaan mera salman
1393,1394,Bolo naa kyaa karo salman ?
1394,1395,Please reply karo naa mujhe please salman ji
1395,1396,mi ap ki movie ka bhut time se wait kr rhi cc
1396,1397,salman agr tun mery samnay aa gea to ma teri film bna dunga bhenchod apny ap ko tun smjhta kia ha
1397,1398,Meri jaan mera salman
1398,1399,Main aap py qurban
1399,1400,Teri maa ki chuth. .film riles ka raha hai bahan chood. Eid .par kiyu. Nikal raha hai
1400,1401,Bahan chood teri
1401,1402,"Hello salman jee, , Eid mubarak"
1402,1403,Aur eidi main aap chahye
1403,1404,Pakistan kyo jayega salman
1404,1405,Tnx bhai jan leliya
1405,1406,Suprab my jaan salman khan
1406,1407,fir bye kyo
1407,1408,mast hai vai
1408,1409,Bhaijaan aapka song humesha hit hi hota hai
1409,1410,soo sweet song
1410,1411,lovly &nice song ..salman.
1411,1412,"Priyanka Kunwar beautiful beautiful beautiful ! kasto ramrailo gana. Love salman, can't wait to see bhaijaan??"
1412,1413,just awesome bonding pawan-munni
1413,1414,Superb Song & Supper-Dupper Hit Movie jb koi nek kaam krne niklta h to khuda bhi uska sath deta h apne to 1 chhoti bachchi ko uske apno s milana chaha isme to sari Kaynat apka sth degi
1414,1415,Kamaal karte ho pandey jii ? ? ?
1415,1416,butiful song evr i fel in luv wiv dis song
1416,1417,Jo abi ayy han un ko bata dun aj online chat ho gi idar okay 3:30pm par
1417,1418,Aj ki party ..bhabi ki taraf se sallu bhai ..??
1418,1419,"Waoo, soo beautiful"
1419,1420,Raksha Shinde SALMAN insha Allah zaror help karenge..
1420,1421,hum koi bhi bhai ka movie nahi chodte hain eid mobarak bhai..
1421,1422,3:30 par bat ho gi sab se allah hafiz
1422,1423,Bhaii ..greatt<3<3<3 amazingg wonderfull
1423,1424,Wah good video salman bhai 100 like deta ho like like like like like like like like like like like like like like like like like like like like Luke
1424,1425,waise time waste nhi kartey ho timing kain pake ho
1425,1426,ekdum lapak lia bhai. ap de or hum na le.
1426,1427,"bohut khub,,specially salman kahan.."
1427,1428,Apne dil jeet lia bhai..Allah bless you
1428,1429,Gud luk bro
1429,1430,Wah. kya kehne!
1430,1431,Aapne aisa q kha salman ki aap bina muslmn ki apni pix hit kra doge
1431,1432,inki film inkey naam pay chalti hai naam hi bahut hai superhit karaney kay liye
1432,1433,Salman bhai ka sirf naam hi kafi hai film apen Aap blockbuster ho jati hai
1433,1434,Hllo salman bhai kase h aap
1434,1435,mujhe nhi pta aap fb par hai ya nhi fake id bhi ho sakti hai lekin aap bhaijaan hai or martay dum tak mere bhaijaan he rahenge kyunki mein aapse behad pyar karta hu.
1435,1436,very nice salman bai beautifull song
1436,1437,Salman khan bhai jann nice ha very nice salman bhai beautiful songs
1437,1438,all song rocking han bahi
1438,1439,Faad bhai faad ..att kara ti . Sirra acting kiti a . Maza aa gya . #bhai to jaan hai
1439,1440,Awesome track. ..Dil mey uttar gya yaar
1440,1441,ap b piyray ap ka gana b piya ho ga am frm pakistan
1441,1442,Waoo.salman nice yar
1442,1443,Ye bv film bohot hit hoga jaan
1443,1444,Salman ji aapne iss bar koi song nahi gaya mujhe wait tha k iss bar b aap ke lovely voice main koi song gaye ..I love your voice ..hangover is my all time favourite song abe tak main vo song sunte ho I just love that song
1444,1445,Jai shri krishna bhagwaan ji apko hamesha khush rakhe
1445,1446,hur hur dabangg dabangg dabangg .. Bajrangi bhaijan
1446,1447,Bhaijaan to gud Bhai aap bahut achche insan he
1447,1448,grat indian army & salman vai.
1448,1449,Pak foje zinda bad <3
1449,1450,Bhai ye kesi kesi afwahe ud rhi he apke bare mai ..sach he ya jhoot
1450,1451,salman sir aap kider ho plz message karo na mujhe plz
1451,1452,Bada hoke fir aayega.. Infiltrate karne.. and goli khane..
1452,1453,sir aap ki movies ka asar hai
1453,1454,not bad kya ho rha hai kha ho
1454,1455,Mulle ne ek mulle ko bacha liya..
1455,1456,kashmir india ka tha or rhega saale pakistanio chup
1456,1457,Jinko mara ja raha ha waha wo bhe pakistani ha :p
1457,1458,Pata wata hota nhi ajate hain bheek mangne
1458,1459,Bande matramjai hindbharat mata ki jaind indai is greati love my india;->
1459,1460,$@lute ! Uss jausbay koo jo Hindustan key Dil main bustaa hain.
1460,1461,Salman khan madharchod randy ka ladka harami kafir
1461,1462,Isi bahane promote bhi kar lo
1462,1463,Insaniyat nd pyar sbse phle yaad rhta h
1463,1464,hindhustan is my foot pakistaniyo ko galiya kyun dete ap sb kyun pakistniyo ne ap sbki bhene churi hai kiya
1464,1465,Chalo Indian army nay kisi ko tu chora.warna in ka bus chaley tu is buchey ko bhi terrorist from Pakistan kah Kay qaid ker laye
1465,1466,strange..but bht acha kia .. realy feeling happy
1466,1467,Love u bhai jii salman khan
1467,1468,aise neak kam karne se shayad hi unke dilo mai hamare desh ke liye pyaar bade
1468,1469,"Pyar mangi to Jaan dengi,milk mango to kher dengi,agaar Kashmir mangi to chir dengi."
1469,1470,Salute to indian army.. agar india se koi bachaa chale jatey den pakistani army return nai krta..
1470,1471,Hi kia hal hy tum kaise ho kia salgira hy tumhari
1471,1472,are op logo bap hai bel hai
1472,1473,India army bad India army ne sari am awrat ka ezat lotlya
1473,1474,Wo is tarah ki pics iss liye share kar raha hai apni film anay wali hai us ko jo promote karna hai
1474,1475,mere frnd log apke hi fan he but wo log apke movie me jo chalisa he usse naraj he & qawali sunkar bahot khush he
1475,1476,& Being human k jariye aap itne saare logo ki madat kar rahe
1476,1477,time mile to 1 rply de do dil ko bahot sukun milega
1477,1478,awesome ..agr isi trh sare mulk smzdar ho jae to dusmni rhegi hi nhi..plz #Being_Human
1478,1479,isko dus saal ki hail honi chahiye
1479,1480,"agar eid pe prof ho gya k bajrangi bhai jan mai muslims k beijaty hovy h to mai apk fan nai rhongy forever,"
1480,1481,"ami tomake khub valobasi, i love u bhai jan"
1481,1482,picture mein sheer dikhtay hoo aur real mein maha sheer sallu
1482,1483,Shailly salman bhai online aaenge 3:30 baje Dkhte tujhy rply krenhe ki mujhy :p
1483,1484,Aap salaman acters hi ho ya koi aur jo salaman khan ke nam se acount banae ho aur usaka profile photo lagae ho
1484,1485,Bihar(patna) kab aa rhe hai #Bajarangi_Bhaijaan ke promotion ke liye.
1485,1486,Bhai jaan aap 3: 30 par ayenge par ham to subah se baithe hai apke intzar main uska kya bolea.
1486,1487,Bhaijan muze kam ki jarurat hai please muse kam di ji a
1487,1488,Salman bhai jan aap ne to bahot badi bat bol dali he ki meri film musalmani ke bena hit krke dikhauo ga .. ab aap bol rahe he ki nahi mene esa nahi bola ..To kisne bola kya hua jawab do aap
