,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
1168,1168,1169,"welcome *""*'*'*'*'*'*bajrangibhai jaan*'*'*'*'*'*'*""*'*'*superhit movie*""*""*""*'*'*'*:welcome fance party*""*'-'*'-'*'*""*'*superr*'*'*'*'*'*'*'*:*duper*""*'*'*'*'*'*best*'*'*'*'*'*'*'*'*""*:very nice*""*'*'*:*'*bajarangi bhai *""*'*'*""*'*'*'*bajarangi bhai *'*""*""*""*'*'*'*'*bajarangi bhai*""*""*'*'*':'*:*'*hit*'*""*'*'*:hit*'*""*'*'*'*'*'*'*hit*'*'*""*'*'*'*super actor&actress*""*'*'bajrangibhai*""*'*'kareena *'*'*'*'*best *""*""*""*'*'*""*'*watch movie later-id-ul-fittar*""*'*'*'with*""*""*'*'*sallu*""*""*'*'*':'kareena *""*'*'*'*'*bajarangi bhai jaan *""*""*'*'*superstar*""*'*'*'::",wellcome * &quot;* &#39;*&#39; * &#39;*&#39; * &#39;* bajrangibhai jan *&#39; * &#39;*&#39; * &#39;*&#39; * &#39;*&quot; *&#39; * &#39;* superhit movi * * * &quot;*&quot; *&#39; * &#39;*&#39; * : wellcome funky * * * &#39;-&#39; * &#39;-&#39; * &#39;* &quot;*&#39; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * &#39;* best *&#39; * &#39;*&#39; * &#39;*&#39; * &#39;*&#39; * &#39;* &quot;*: verynca *&quot; *&#39; * &#39;*: *&#39; * bajrangi bhai * &quot;* &#39;*&#39; *&quot; * &#39;* &#39;*&#39; * bajrangi bhai * &#39;* &quot;*&quot; * &quot;*&#39; * &#39;*&#39; * &#39;* bajrangi bhai *&quot; * &quot;*&#39; * &#39;*&#39;: &#39;*: *&#39; * hit * &#39;*&quot; *&#39; * &#39;*: hit *&#39; * &quot;* &#39;*&#39; * &#39;*&#39; * &#39;*&#39; * hit * &#39;*&#39; *&quot; * &#39;*&#39; * &#39;* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * &#39;* sallu * &quot;*&quot; *&#39; * &#39;*&#39;: &#39;karen * &quot;*&#39; * &#39;*&#39; * &#39;* bajrangi bhai jaan *&quot; * &quot;*&#39; * &#39;* superstar *&quot; *&#39; * &#39;*&#39;: :,2.5,positive
1169,1169,1170,selfie le lo bhai ke saath,take selfie with brother,0,neutral
1170,1170,1171,Salman Khan sir koi kuch b bole hume koi. Frk nhi pdta. Ye sb ek chal he kisiki bt i lv u sr god bless u hm to dekhege movie or dikhayege b #BBthiseid becouse ye mere salman sir ki movie ka swal hai.,"salman khan is the only one who has spoken. fr. this movie is only about how much i will see god bless me, i will see movie on it.",1.5,positive
1171,1171,1172,bhaijaan sultan m negtive role kiska h,bhaijan sultan m negtive rolle kisk h,0,neutral
1172,1172,1173,Salman bhaijan EID MOBARAK.,salman bhaijan eid mubarak.,0,neutral
1173,1173,1174,awxom actor sallu bro,avkshom aktor sallu bro,0,neutral
1174,1174,1175,Salman bhai aap ke khilaf kya horaha hai,salman is also against you,0,neutral
1175,1175,1176,we love u very much bhaijann( bollywood ke sann india ke jaan sub ke bhaijaan SALMAN KHAN ) !!,they love love u vary much bhaijan (bollyvood ke sann india ke jan subke bhaijan salman khan) !!,3,positive
1176,1176,1177,Bhai musalman hone ka to faraz nibha deta brother,"it is obligatory to be a muslim, brother",0,neutral
1177,1177,1178,nic song . bhi jan,ni songe. born,0,neutral
1178,1178,1179,Bhosrdi k kya bolta hai musalmaan nich hai,"why is bhosrdi speaking, muslims are inferior",-2,negative
1179,1179,1180,Kute begherat khabees benamos kafir k bache teri itni himat,kute begherat khabes benmosh kafir ke bacha teri etni himat,0,neutral
1180,1180,1181,Ji salman bhai.bilqul rhenge..aapke liye :* :),जि सल्मन् भै।बिल्क़ुल् र्हेन्गे॥आप्के लिए: * :),0,neutral
1181,1181,1182,mere bhai jaan nhi ho ap mere to super star ho ap,i don&#39;t know if you are super level,3,positive
1182,1182,1183,Salman khan rock .,salmon khan rock .,0,neutral
1183,1183,1184,m musalman ladki se shadi krna chata hu mare age 25 hai 9818463635 plz col me shadi pka karuga ok plz col me,m mussalman ladki se shaadi krn chat hu mare aage 25 hai 91483735 pls in shal pk karug ok plsq ol,0,neutral
1184,1184,1185,jai shri Ram Jai shri ram,jai shree rama jai shree rama,0,neutral
1185,1185,1186,Mene kia qusor kia he salman g jo mjh se bat nai kerte reply nai kerte,i&#39;m sorry to hear that.,-1,negative
1186,1186,1187,m musalman ladki se shadi krna chahta hu mare age 25 hai plz col me only ladki 09818463635 from (hp),m mussalman ladki to shadi krn chhut hu mare agay 25 hai plas in olnly ldki0919183735from (hp),0,neutral
1187,1187,1188,Kyu aisa kya salman bhai,q ace kya salman bhai,0,neutral
1188,1188,1189,bhai jaan nice,to know,0,neutral
1189,1189,1190,koi kuch bhe khe ap hit ho,it is a disgrace to eat something,-2,negative
1190,1190,1191,bus ek sawal ka jawad dijye aap mujhse kab milenge,"if you give me a bus, you will find me",0,neutral
1191,1191,1192,Bajrangi bhaijaan 300 par karega yeh mere wada hai,bajrangi bhajan 300 par kareg yeh mere vad hai,0,neutral
1192,1192,1193,Bakwas actor ki bakwaas film,baquas aka that baquas film,0,neutral
1193,1193,1194,Masha Allah kisi ke nazar na lage,mush allah not close to anyone,0,neutral
1194,1194,1195,Aap ki new film ka mein besabri se intzar kar raha hu please jab film release hogi to website post kar dena ta jo ham aap ki super duper hit film dowload kar sake,"i am waiting for the new film&#39;s main film, while the film will be released, the website will give the post which can be done by you.",0,neutral
1195,1195,1196,okk bhai jaan..:),ओक्क् भै जान्॥ :),0,neutral
1196,1196,1197,"love yu bhai jaan,,I like yu,,I love yu bhai jaan,,nice song so sweet handsome parsnalti","i love you, i love you, i love you, i love you, i love you, i love you, i love you.",3,positive
1197,1197,1198,Abe ja be zhandu balm Tere jaison keliye kon waqt nikalega,abe j bendu bulm tere jaison koi kakti koge,0,neutral
1198,1198,1199,kiya koi bata sakta hai india Time 3:30 pm UK time kiya hota hai??,can anyone tell me what happens in india at 3:30 pm ??,0,neutral
1199,1199,1200,hamare sallu bhai h,we have sallu,0,neutral
1200,1200,1201,Tum musalman nahi hi,you are not muslim,0,neutral
1201,1201,1202,Heard k Sallu bhai ko musalmaano ki ab koi zarurath nahi rahi iz diz true??,heardk sallu bhai ko musalmano ki abkai zarrath nahi rahi ez dijtrue ??,0,neutral
1202,1202,1203,Jo sachcha musalman hoga vo iski movie nahi dekhega bhai kyu k isne muslamano ko chalange kiya hai so mai to nahi dekhunga jiski jo marzi bhai,"whoever is a true muslim will not watch this movie, because he will follow the muslims, so i will not watch whatever he wants.",0,neutral
1203,1203,1204,Ok sallu miy,oxallu mie,0,neutral
1204,1204,1205,Bhaijaan muze aapke sath picture click karni hai..love u bhaijaan..,"bhaijaan mujhe is with you, what is the name of you?",0,neutral
1205,1205,1206,Assalamu alaikum bhaijan,assalamu alaikum bhaijan,0,neutral
1206,1206,1207,Bhaijan watsaap pe aapke bare ma jo chal raha ha wo jhoot ha na.plz reply must,the person who is living in your family on bhajjan vatsap,0,neutral
1207,1207,1208,Salman is godfather is bollywood,salmon is godfather is bollywood,0,neutral
1208,1208,1209,mast hai bhai jaan,it&#39;s cool,1,positive
1209,1209,1210,"Tre bap ne bnai hoti tb b flop nhi hoti ssale,","if you were to become a father, you would not be a flop.",-2,negative
1210,1210,1211,Kya guarantee hai ki sab questions ka answer aap hi denge??koi dusra bhi toh de sakta hai??,is there any guarantee that you will give the subquestions answer yourself ?? can anyone else give it ??,1,positive
1211,1211,1212,Akib Jawad TU SULTAN KO FLOP KARAYEGA TU ABE JA CHUTIYA JA TU YHA SE NHI TO THOK DUNGA,aqib javadu will flop on sultan tu,-2,negative
1212,1212,1213,Kya bhai hum jab Bussy ho tab hi aap online honge.. plz hamara bhi socho.. night me sab free hote he.,"if you have any questions, please feel free to contact me. please think of us too. there are subframes in nighat.",1,positive
1213,1213,1214,Salame walekum .bajrangi bhaijan,salme valekum. bajrangi bhaijan,0,neutral
1214,1214,1215,Facebook jaisa Accha chis me ye sab faltu items kyu ata hai kya pata?? Dirty fellow. .. idiot kahika.. mu dekh lia bash aj ka din e sala kharap jayega..,"what is the meaning of these subtexts? दिर्त्य् फेल्लोव। ॥ इदिओत् कहिक॥ if you look at me, i will give you a good day.",3,positive
1215,1215,1216,Salam Nadia Khan frm salman khan,salam nadiya khan fram salman khan,0,neutral
1216,1216,1217,luv u salman muhh,luv u salman muh,0,neutral
1217,1217,1218,Harami kanjer insaan,harmi conveyor insan,0,neutral
1218,1218,1219,Asaalam aalay kumm Asaalam axelent bhai jan (y),asalam alay kum asalam akshelent bhai jan (y),0,neutral
1219,1219,1220,Salman bhai mery comnt ka reply krna plzz,plz,0,neutral
1220,1220,1221,haye Sallu..tussi gr8 ho..,hi sallu.,0,neutral
1221,1221,1222,koi dekhe na dekhe hum toh apki iss film ko toh zarur jayenge,koi dekhe nahin dekhe hoon toh akki ish film toh zaroor jayenge,0,neutral
1222,1222,1223,Nic salman bai,n salmani,0,neutral
1223,1223,1224,bhai..hum tumhare bareme sab jaante hai..kya question aur kya answer..we love you..abto bss movie release ho..usi din jashn hoga..Eid mubarak in advance..,we know everything about you.,0,neutral
1224,1224,1225,"Bhai aap toh bolly wood ke badshah ho """"aur aap humare dil k kareb ho love u bhai jaan",you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0,neutral
1225,1225,1226,Gret is gret khan salman,great is great khan salman,3,positive
1226,1226,1227,kya baat h..bhai,what matter,1,positive
1227,1227,1228,ofcourse salman isme sochna kaisa..,ofc c ourse salman isme sochna kais.,0,neutral
1228,1228,1229,sallu bhai..ed ki party akele ..hi hmko bhul gye,sallu bhai,0,neutral
1229,1229,1230,Iove you sulman bhai,love you sultan that,3,positive
1230,1230,1231,Muslim brothers sisters plz salman khan ko unlike karo aor lanat bhejo salman khan pr salman khan hindu higaya hai islo ezzat mat do bezaty karo Allah ki lanat hu is bodhy baba par,please send the muslim brothers to the sisters plus salman khan and send them salman khan.,1,positive
1231,1231,1232,sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.,"only im upset be cz in your film project, i will be the only person in the world, only i am in love with you, i am not happy with you",1.333333333,positive
1232,1232,1233,BEHNCHOD Sahil Rehman Roy. BAAP SE FANDA KAREGA TUJHE TERE INBOX ME THOKUGA,behnchod sahil rehman roy. father will make you happy in your inbox,3,positive
1233,1233,1234,Salman bhai aap to folp hoo jii,salmon bhai aapto folp hoo ji,0,neutral
1234,1234,1235,Bhai jakaass bhai insallha super hit. ..,bhai jakass bhai insallah superhit. ॥,0,neutral
1235,1235,1236,salman bhaijaan..ap ki new movie mein shoot mee mai,salman bhaijan app,0,neutral
1236,1236,1237,Yasmeen Khan. Dimag THIKANE lga kr comnt kr,यस्मेएन् खन्। dimgtikne lg kr c omnt kr,0,neutral
1237,1237,1238,Sallu bhai aapka no.. chaye,sallu bhai aapk no. tea,-1,negative
1238,1238,1239,True love to aisa hota hai jo kabhi uske aakho m aasu nhi dekh skta ho marna pitna to bhut dur ki baat h,true lowe is the kind of person who can never see the tears in his eyes.,0,neutral
1239,1239,1240,Or uske khe bina uski baat samajh jate h,only understand us without thinking,0,neutral
1240,1240,1241,bajrangi bhaijan eid mubarak in advanc or apki movie 450cr ke par jaye kyuki..you are grate and smart hero of bollywood ke,bajrangi bhajan eid mubarak in advnc c or apki movie 450c rke parjaye kyuki.,0,neutral
1241,1241,1242,kal kya h..b'dy gift doge kya mera? <3 :D,what will you do? &lt;3: d,0,neutral
1242,1242,1243,Salman bhai mafi Maglo abi time hi..Muslim bina hit karuga Bajrangi Bhaijan ko..kesi karo gi bhai..apka frns group he hi Muslim,salmon,0,neutral
1243,1243,1244,Abe selman Khan muslman ke name per klneq hae ise jeene ka koi heq nahi hae,abe selman khan did not have any money to write it in muslim&#39;s name.,0,neutral
1244,1244,1245,bhaijaan mera reply jarur dena,bhaijaan meyer replant necessary,0,neutral
1245,1245,1246,Jai shri ram ..coming soon bjrngi bhai jan,jaw she ram ..coming soon bjrngi that jan,0,neutral
1246,1246,1247,Madar chord maa chuda Mumbai mai Hyd dheekha to maacood data tari,mother chordma chud mumbai main hyddhekh to mac ooddat tari,0,neutral
1247,1247,1248,Pakistan main be apko log bht pasand krta hn bhai jan..,"in the past, i like you, i like you, i am born.",2,positive
1248,1248,1249,aapki film kaisi bhi q na ho humko 1st day 1st show dekni hi hai.,how is your film kaisi bhi ho humko 1 st day 1 st shove dekni,0,neutral
1249,1249,1250,bhai ap muslim bina kesi hit karoge ye films. .,how will you benefit muslims without these films? .,2,positive
1250,1250,1251,tera film se br nhi chalne wala h bajrangi,thirteen films are not going to work,0,neutral
1251,1251,1252,Ja kutte Teri movie koi nhi dekhega haram khor,j dogs teri moviye koi nhi dekhge haram khor,0,neutral
1252,1252,1253,Kese ho bhai aap,how are you,0,neutral
1253,1253,1254,"Love u mere swttuu.. Muuaah muaah muah .. Tum ho toh me hoo.. Ek pal milneki chahat se umid banih, aur umid se jindahoo me.. Tere lye bas tu hi tu hai..","love me my self mooh muah muha muh you are yours ex-milneki chahat to umid bannh, and umid to jindhao you are the object of yours",3,positive
1254,1254,1255,Yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h,no muslims will watch this movie because this movie will not work.,-1,negative
1255,1255,1256,SULTAN ALI KHAN SE,sultan ali khanse,0,neutral
1256,1256,1257,Salman bhai aap kamal ho,salmon is yours,0,neutral
1257,1257,1258,Ek nai kahani dekhne ko behad utsuk hai.love you sallu bhai.bhaijaan.,i am very curious to see the same story. i love you.,2,positive
1258,1258,1259,Kis time kal?,tomorrow in installments,0,neutral
1259,1259,1260,1 no bhau,1 no eye,-1,negative
1260,1260,1261,hame koi like kijiye hum bajrangi se kam nahi hai,we have no one,-1,negative
1261,1261,1262,Sir kisko rply mat dena,only cisco play,0,neutral
1262,1262,1263,salam bhai app ke Roza kasa ja raha ap ka,salam bhai app ke daily kas ja ja ap,0,neutral
1263,1263,1264,Kuc nahi parthe hai bhai salam ka zabab bi nahi date hai,"some people are not people, they do not give the answer of salam.",0,neutral
1264,1264,1265,bhai Tu apni jaan hai :*,bhai tu apni jaan hai: *,0,neutral
1265,1265,1266,Iam waiting bhaijaan,i am waiting for you,0,neutral
1266,1266,1267,U owsum Salman bhai,he is ovsum salman,0,neutral
1267,1267,1268,Bhaijan aap ki sari film supar hoti hai or. Main aap ki sari film dekhti hun kash main ek baar aap se mil pati,"the film manages to entertain as well as inform. i like watching movies, i wish i could meet you once",1.5,positive
1268,1268,1269,ye harami iski kya aukat hai salamn ki mere samne iske pas jitna paisa hai utna to mere kutte ko khana ata hai,"why is this harmony so easy that i have as much money as my face, so my dog is mine",1,positive
1269,1269,1270,Bhai is bar Eid aap ka chera dekh kar Ho gi .kab 17 tarikh aaye iam waiting,i am looking forward to seeing you on the 17th.,0,neutral
1270,1270,1271,Salman don't worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,salmon don&#39;tvory faltu ki abh se apke fan ko farnhi padeg movie mast chalegi,3,positive
1271,1271,1272,tere muslman hun te lanat hai,damn you for being a muslim,-4,negative
1272,1272,1273,Eid mobarak bhaijaan kyse ho serkhan kab aega bhai,how do you do all this cool stuff?,1,positive
1273,1273,1274,Bhai Tere samne koi nahi bhai u r gret bhai,there is no one in front of you,-1,negative
1274,1274,1275,Eid mubark ho salman jii I love you salman.mai apse ek bar milna chahti hu salman jii meri yhi khwaish h salman jii,eid mubarak ho salman ji e love you salman,3,positive
1275,1275,1276,Bhai ji aap to kamaal ho,you are wonderful,4,positive
1276,1276,1277,pakistan k fans kia kren zara ye bhi btaye bhai?,which of the following things is needed?,0,neutral
1277,1277,1278,. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz,. alman hafiz says that salman is writing his own envelope.,0,neutral
1278,1278,1279,Ekela boycot kar awaiz tu kamyaab ho jayega paaka sirf tu mat ja,"accel boycott will be an underappreciated guy, only pakistan",-2,negative
1279,1279,1280,bhai jaan aapki movie hit h ..ham aap ka sath h inshallah,"if you know your movie, we will be with you.",0,neutral
1280,1280,1281,Salman aaja ghar mere eid par,"salman today, my id",0,neutral
1281,1281,1282,Yar ji karrha h,ya ji karr ha,2,positive
1282,1282,1283,eid mubarak lakin es br eddi bhi chaiyea,eid mubaraklkin esbr eddi bhi chayea,0,neutral
1283,1283,1284,Huurr salman khan teri aisi ki tesi aur teri movie ki bhi,hur salman khan teri aisi ki tesi and teri moviye ki bhi,0,neutral
1284,1284,1285,Bhagvan ka kam karna sub se mukya darm hai.,bhagwanka kamkarna subse mukya dharma.,0,neutral
1285,1285,1286,Salman mai aapko bhai jaan manta hun lekin mai cahta hun yah film na het ho kaunki yah musalmano ka sawal hai,"i know you are a salman, but i know you are not interested in this film because it is the power of muslims.",2,positive
1286,1286,1287,Salmam khan teri film flop hogi yaad rakh le tu,salmam khan teri film flop hogi yad rakhke tu,-2,negative
1287,1287,1288,kyu movie me kuch glt dikhaya h kya,why is there some mischief in kyiv mowiye,-1,negative
1288,1288,1289,Bhaijaan..app tnsn free raho..,bhaijaannappanssh fraye be॥,0,neutral
1289,1289,1290,Sj Soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku,sj sorifulla kya bol teku itn hi pasand salman to tere ghar mein ke usku,0,neutral
1290,1290,1291,ye sab afwa hai bhai aisa na bolo koi,yeh sab af hai bhai aise na bolo koi,0,neutral
1291,1291,1292,mobarak ied mobarak ??,mobarq eid mobarq ??,0,neutral
1292,1292,1293,ab chalo yar sone..aaj #juma h bhailog ..namaz padhni h,अब्चलो यर् सोने॥आज् # जुम ह् भैलोग् ॥नमज़् पध्नि ह्,0,neutral
1293,1293,1294,Shahrukh Gouri galat news hai woh.. dont believe..usne aisa nahi kaha,shahrukh ghori galat neves hai voh dont beliveveusne ace nahi kah,0,neutral
1294,1294,1295,Zara pucho Salman se k kitna #Roza raha,how much #rose from zar pucho salman?,0,neutral
1295,1295,1296,Ahana Khan ignore thm thy wil never understand.. kuch bolo toh gaaliyan dena shuru kardenge jo hame islam sikaate hai,"ahn khan ignore thammath wil nevere understad say something to the galician, start the kardenge, who helps us with islam.",0.5,positive
