,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
1299,"सल्मन् भै, मेरि एक् फ़्र्न्द् है॥शे॥लिवेस्॥इन्॥सिर्सि॥न् ॥आकि॥बौहत्॥बदि॥फ़न्॥है॥इ॥दोन्त्॥क्नोव्॥उस्के॥नुम्बेर्॥पे॥वो॥रेप्ल्य्॥न्हि॥कर्॥र्हि॥ न्॥वो॥मुझे॥सेरिओउस्ल्य्॥ ल्य्क्॥कर्ति॥है॥न्॥मैन्॥भि॥अगर्॥मेर॥ये॥ c ओमेंन्त्॥आप्॥तक्॥पौहचे॥देन्॥सिर्फ़्॥आप्॥हि॥अगर्॥फ़्ब्॥पे॥उस्को॥बोल्॥दे॥हेल्प्॥मे॥ इ॥दोन्&#39;त्॥ क्नोव्॥मैन्॥जो॥लिख्॥रह॥हु॥वो॥सहि॥है॥य॥गलत्॥बुत्॥भग्वान्॥कसम्॥दिल्॥से॥न्॥होनेस्त्ल्य्॥लिख्॥रह॥हु॥अगर्॥आप्॥मेरि॥हेल्प्॥ कर्॥दे॥देन्॥आप्॥जो॥बोलोगे॥वो॥मैन्॥क्रुन्ग॥प्ल्स्॥प्ल्स्॥प्ल्स्स्॥स्र्य्॥भै॥आप् सोच् र्हे होगे कि आप मुझे त्रुस्त् क्यु करे देन् प्ल्स मेर c ओन्त c त्",0,neutral
1300,भैजान् अस्लम् वलेकुम्,0,neutral
1301,"sab ko jaan mein pyaar hai pyaar ki sakhon salman nahi hai, nor is it seen, neither is a muslim, is not a hindu, nor is it a person, it is just a statement.",0,neutral
1302,"i am watching your film, i am a devotee of bajrang bali, jai bajrang bali ji, your film is well known, namse, this is your enemy,",0.0516,positive
1303,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you.,0.7579,positive
1304,slum malikam salman,0,neutral
1305,he salman bhai my self self muyur nd m a littill syngar o mer meri raqsat hai apne pls mujhe bhi ek chankhi e dhiye bhaye aap ki kappalssa bhaye,0.0772,positive
1306,from 400.00 onwards,0,neutral
1307,nice bhaiyou are the best best best best best best best best best,0.9921,positive
1308,"god is the best of the best, and the best of the best.",0.9633,positive
1309,ramzan mubarak ho bhaijaan,0,neutral
1310,masallah bhaijan. supar dupar hit bajrangi bhaijan,0,neutral
1311,you seem to be very smart,0.4576,positive
1312,love salt that,0.6369,positive
1313,on your home,0,neutral
1314,take a bath and massage it again. keep it in your eyes.,0,neutral
1315,aowuld salman khan&#39;s bhoj of madhod chodle dog,0,neutral
1316,"speaking of mummy, that is a homemade recipe. will do",0,neutral
1317,hilo ki aap happy ho,0.5719,positive
1318,"if you have any questions, please feel free to reply.",0.6808,positive
1319,bhi bol to ekman bollywood k raj,0,neutral
1320,i am very much multifarious,0,neutral
1321,bajrangi also started to look frightened,-0.4404,negative
1322,go to my side today,0,neutral
1323,keep laughing keep on laughing,0.7506,positive
1324,मुह्ह् मेरि जान् ॥लोवे उ सल्लु॥ &lt;3 &lt;3,0,neutral
1325,the only hero who lives in the heart of everyone is salman.,0.8316,positive
1326,bhaijan app is a very promotional player,0,neutral
1327,you know that bajrangi is in the film,0,neutral
1328,inshallah bhai bajrangi bhaijan villhit,0,neutral
1329,nicare wai sallu,0,neutral
1330,my favirat hero salmon khan,0.5574,positive
1331,yeh dua hai meri ke hum hum khusheh,0,neutral
1332,ल्व् उ सल्म्न्,0,neutral
1333,the lion is never registered and the lion is my love,0.6369,positive
1334,you will watch the video from 3.30 pm onwards.,0,neutral
1335,bhaijan mere kuestionns. who do you want the most?,0.0772,positive
1336,3.30 can wait..,0,neutral
1337,sirji is doing so much,0,neutral
1338,dog dog dog॥ teri mowie flop hogee,-0.34,negative
1339,aaj ki pratiyat me hai 4,0,neutral
1340,just do it,0,neutral
1341,mowhee&#39;s post ferdege humsale dog,0,neutral
1342,"i love u salmon khan am u r big big fan love u u u u u so much sally,,i miss u very day",0.8701,positive
1343,nca salman ji,0,neutral
1344,"oh, your tears, your lips, your lips, i will give it to you?",-0.2263,negative
1345,salmon you r being human love you by.. much tumor par china or such ni.. love you??,0.7998,positive
1346,handed i always super hit mmuuaa,0.5994,positive
1347,india's superherosalman khan. n ourjaan,0,neutral
1348,hello salmon baijan i&#39;m yours,0,neutral
1349,your glory humlogo sath,0.5423,positive
1350,talk about rubbing salt in my wounds - d&#39;oh! salman was such a candidate,0,neutral
1351,it&#39;s 4 o&#39;clock,0,neutral
1352,what is the hope of the almighty?,0.4404,positive
1353,bollywood ki san hindustan ki jan 1n only salman khanlove u salman,0,neutral
1354,aid is in trouble for taking a freeze,-0.3612,negative
1355,oops,0,neutral
1356,you love your mother and your brothers very much.,0.6369,positive
1357,"bhaijan, you are a very good person, you don&#39;t understand, you are a fool, you are bajrangi bhaijan, ramjan eid mubarak bhaijan.",0.0754,positive
1358,how many fasting salmans,0,neutral
1359,salam wah likhum bhaijan,0,neutral
1360,super duper hit sabrekodtuteg aasi dilse dua,0.5994,positive
1361,menya sun app kiynup hohy yes no pls ans,0.3565,positive
1362,mush allah bahut achhe langra buryaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ...,0,neutral
1363,it is haraam to watch infidel movies,0,neutral
1364,he is salman bhai,0,neutral
1365,"oh, you must be amazing",0.5859,positive
1366,hummer sallu is the lesson,0,neutral
1367,"bohemia bohemia,",0,neutral
1368,aaj ki pratyabari meri tf to thi s eid,0,neutral
1369,assal muvalekum vai zahan,0,neutral
1370,isbar teri ni chalegi,0,neutral
1371,or sallu,0,neutral
1372,salmon khan love u iii u married me,0.6369,positive
1373,not a problem,0.3089,positive
1374,assalamu alaikum salman bhai ladhkoyo ko hnsm nai hne se ntlike,0,neutral
1375,"oh yes, how will it come out tomorrow?",0.4019,positive
1376,salman bhai lauk to mash hai par chor lagu hai,0,neutral
1377,5.25 paisa diya,0,neutral
1378,"this will be done in the best of interest, as koi musalman is the one who will see you.",0.802,positive
1379,yeh hai dhasu lok॥ / ilu v,0.6597,positive
1380,why are you dear,0.3818,positive
1381,that cross 700cr its increase,0.3182,positive
1382,nice meg brow,0.4215,positive
1383,assassins super doper film bajrangi bhaijan,0.5994,positive
1384,bajrangi bhajan aap se kb mulkat hogi isi janmya agle janam bajrang bali kabchahte hai,0,neutral
1385,"my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother, my brother.",0,neutral
1386,pray for the fifth time in a row,0.3182,positive
1387,salle kaffir salmaktar॥ hi kar,0,neutral
1388,kashmir hamil address,0,neutral
1389,super duper hithog bajrangi bhaijanye is my prayer.,0.5994,positive
1390,"i pray for your husband, so many people are happy",0.7184,positive
1391,we are happy with you and your family.,0.5719,positive
1392,adab adab meri jan mashallah bhoot pyaare laghe ho meri jaan salman,0,neutral
1393,"say what should you do, salman?",0,neutral
1394,"pleas do not apply me, please salman ji",-0.2411,negative
1395,v / s cc cc,0,neutral
1396,salman agar tun merya samanyaya aa gaye to teri movie bun dung bhenchod apnya apa,0,neutral
1397,meri jaan mere salman,0,neutral
1398,i love you,0.6369,positive
1399,"teri ma ki chutha. .the film is relay, bahn chood. aid. is out",0,neutral
1400,bahn chood teri,0,neutral
1401,"hello salman ja, aid mubarak",0,neutral
1402,and i want you,0.0772,positive
1403,why should you pay salmon,-0.1027,negative
1404,तन्क्ष्भी जन्लेलिय,0,neutral
1405,suprabmya jan salman khan,0,neutral
1406,why did you say that,0,neutral
1407,it is very well,0.3384,positive
1408,your song is always interesting,0.4019,positive
1409,so sweet song,0.5095,positive
1410,lovely &nice song ..salmon.,0.765,positive
1411,"priyank kunwar beautifulful beautifulfuloutiful! what a wonderful gun. lowe&#39;s salmon, c&#39;in&#39;t you?",0.3802,positive
1412,just awesome bending pawn-mundi,0.6249,positive
1413,superb song &amp; super-duper hit moviye jbkoi nekkamrne niklat hut khud bhi usk sath det hate apne to 1 choti bachchi ko uske apno smlan chah isme to sari kaynat up,0.1027,positive
1414,"are you amazing, pandey? ? ?",0.6531,positive
1415,dutiful song ever i felt in lui iv dis song,0,neutral
1416,those who are still alive will not be able to go to the temple at 3:30 p.m.,0.3818,positive
1417,अज्कि पर्त्य् ॥भबि कि तरफ से सल्लु भै॥ ??,0,neutral
1418,"wao, soo beauteful",0,neutral
1419,raksh shinde salman ins allah zarro helpe karenge,0,neutral
1420,we don&#39;t fuck any of them.,-0.5423,negative
1421,"at 3:30, god bless you",0.5994,positive
1422,hair ..great<3<3<3 amazing wonderful,0.8176,positive
1423,was good video salmon that 100 like data ho like like like like like like like like like like like like like like like like like like like like luke,0.9933,positive
1424,"by the way, do not have any time for cooking.",0,neutral
1425,"ex-wife, brother. please do not take it.",0.3182,positive
1426,"बोहुत् खुब् ,, स्पे c इअल्ल्य् सल्मन् कहन्॥",0,neutral
1427,bless your heart,0.7906,positive
1428,goodluckbro,0,neutral
1429,that. why?,0,neutral
1430,"if you want to be a muslim, you have to be a muslim.",0.0772,positive
1431,ink movie inkay naam payy chalti hai naam bahut hai superahit ke kaayeye,0,neutral
1432,salman khan is just the name of the movie.,0,neutral
1433,"hello salman, how are you?",0,neutral
1434,"i don&#39;t know if i can do this or not, but you are my brother and you will be my brother till death, because i love you very much.",0.1154,positive
1435,very nice salmon bad beautiful song,0.4989,positive
1436,salman khan,0,neutral
1437,all song rocking had bah,0,neutral
1438,फाद् भै फाद् ॥अत्त् ति ति। sirr a c tingkiti a. it&#39;s fun. i know,0.5106,positive
1439,avesome trac. ॥दिल्मेय् उत्तर्ग्य यार,0,neutral
1440,your lover your gun will be happy,0.7269,positive
1441,wow,0.5859,positive
1442,these films are very useful,0.4927,positive
1443,salmon i alone iss bar roi song nasi gay much wait the k iss bar b cap ke lovely voice main roi song gave ..i love your voice ..hanover is my all time favourite song abe take main vo song suite ho i just love that song,0.9042,positive
1444,may lord krishna always keep you happy,0.5719,positive
1445,hur hur dabangg dabangg dabangg dabangg. bajrangi bhajan,0,neutral
1446,you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0.1007,positive
1447,grat indiam armiya &amp; salmanvi.,0,neutral
1448,pakfoje zind bad &lt;3,-0.5423,negative
1449,how come these rumors are true about you?,0.4215,positive
1450,please don&#39;t mess with me,-0.0516,negative
1451,i will come back after being bad. infiltrate. dig bullets.,-0.5423,negative
1452,your movie has an effect,0,neutral
1453,why are you not there,0,neutral
1454,the mullet saved the ex mullet.,0.4215,positive
1455,kashmir india,0,neutral
1456,"those who are dying, they are dead.",-0.6486,negative
1457,there is no such thing as a beggar,-0.296,negative
1458,bande matramjai hindbharat,0,neutral
1459,@ lute! those who are not in the heart of hindustan.,-0.5661,negative
1460,salman khan madharchod randya&#39;s lord haram kafir,0,neutral
1461,take this flowing promotions,0,neutral
1462,insaniyat nd pyrsbse fla ydrht h,0,neutral
1463,hindustan isomya phoat has been sending his swab to kyun pakistinio while sending his swab.,0,neutral
1464,come indian amryan nyis kis tu thor.,0,neutral
1465,strange..but but ache kit .. really feeling happy,0.6436,positive
1466,lowe&#39;s brother salman khan,0,neutral
1467,"with this kind of work, those who have fallen in love for our country",0.4019,positive
1468,"if you ask for love, you will know, if you ask for milk, you will give up, if you ask for kashmir, you will give up.",0.6369,positive
1469,salute to indian armya there is no escape from india from india,-0.1326,negative
1470,"how are you, how are you?",0,neutral
1471,hey op logo bap hai bel hai,0,neutral
1472,indya armi badd india armiya saari am avrat ki azat lottalya,0,neutral
1473,he is living in such a way that his film is unique to him who is a promoter.,0,neutral
1474,"my friend, he is his love, but he is in his movie, which is good, and the heart is very beautiful.",0.9688,positive
1475,"through &amp; being human, you help all these people",0.4019,positive
1476,"if you meet, then give 1 day, delhi will get better",0.4404,positive
1477,awesome agar ish trie sare muk sajjad hai toh dusmani rahegi hi nihiplaz # being_human,0.6249,positive
1478,it should be two years old,0,neutral
1479,"if eid-ul-fitr proves to be the birthright of muslims, then i am a fan of the forever,",0.3182,positive
1480,"ami tomke khub vallobasi, i love you",0.6369,positive
1481,see more of piture main share and real main share.,0.5267,positive
1482,shelley salman will come online at 3:30 am.,0,neutral
1483,is there anyone else who has been named after salman khan and whose profile has been photographed?,0,neutral
1484,bihar (wife) is in constipation.,0,neutral
1485,"if you come at 3:30 am, we have been sitting since morning waiting for you.",0,neutral
1486,bhaijen mujhe kam ki hai plaisse muse kamdi zi a,0,neutral
1487,"if you are born a salman, you have said a lot that my film should be shown for the benefit of muslims. now you are saying that if i don&#39;t say yes, then who will say what happened?",0.6908,positive
1488,"i am proud of you, and i hope that this will be fulfilled.",0.8316,positive
1489,"where is morn only, where is morn",0,neutral
1490,where is morn with only marsge,0,neutral
1491,it is as if the person is going to live without 3:30 pm !!,0,neutral
1492,watch this video by 3.30 pm to get ready with your quests.,0.3612,positive
1493,"if you want to see your video chat, then come to verne.",0.0772,positive
